smiles,logD,pH
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3ccccc3[N+](=O)[O-])c2s1,1.37,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCc3ccccc3)c2s1,1.15,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCSCCc3ccccc3)c2s1,2.34,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCSc3ccccc3)c2s1,1.84,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3cccc(C(F)(F)F)c3)c2s1,2.62,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3ccc(F)cc3)c2s1,1.57,7.4
Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,2.07,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3ccccc3)c2s1,1.46,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCc3ccccc3)c2s1,1.11,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCSCCc3ccccc3)c2s1,1.77,7.4
O=c1[nH]c2c(O)ccc(CCNCCCSCCOCCCc3ccccc3)c2s1,2.8,7.4
CN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,1.52,7.4
O=C(CCCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.55,7.4
O=C(CCOCCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.91,7.4
O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.34,7.4
O=c1[nH]c2c(O)ccc(CCNCCNCCCOCCc3ccccc3)c2s1,0.88,7.4
O=c1[nH]c2c(O)ccc(CCNCCNS(=O)(=O)CCCOCCc3ccccc3)c2s1,1.83,7.4
O=c1[nH]c2c(O)ccc(CCNCCNS(=O)(=O)CCOCCCc3ccccc3)c2s1,2.22,7.4
Cc1cc(C)cc(CCOCCS(=O)(=O)NCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.59,7.4
O=c1[nH]c2c(O)ccc(CCNCCNS(=O)(=O)CCOCCc3ccccc3)c2s1,1.56,7.4
O=c1[nH]c2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,2.06,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCCCc3ccccc3)c2s1,3.62,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCCc3ccccc3)c2s1,3.13,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCNc3ccccc3)c2s1,1.98,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCSc3ccccc3)c2s1,2.68,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc(F)cc3)c2s1,2.67,7.4
CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,1.34,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2s1,2.88,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc(O)cc3)c2s1,1.91,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc([N+](=O)[O-])cc3)c2s1,2.32,7.4
N#Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,2.0,7.4
NC(=O)c1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,1.1,7.4
Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,2.84,7.4
Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)nc1,1.56,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3nccc4ccccc34)c2s1,2.35,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccn3)c2s1,0.95,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3cc4ccccc4o3)c2s1,2.86,7.4
C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12)c1ccccc1,2.32,7.4
C[C@@H](Cc1ccccc1)OCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,1.81,7.4
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCCc3ccccc3)c2s1,3.61,7.4
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2s1,3.52,7.4
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccc([N+](=O)[O-])cc3)c2s1,3.29,7.4
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccccc3)c2s1,2.86,7.4
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccccn3)c2s1,1.75,7.4
COc1ccc2cc(C(=O)Nc3ccc(C4CCN(C)CC4)cc3)sc2c1,3.11,7.4
CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O,0.21,7.4
CCN(CC)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O,0.81,7.4
CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,0.91,7.4
CC(C)(C)NCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,0.72,7.4
CCCCNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,2.1,7.4
NS(=O)(=O)c1cc(S(=O)(=O)c2ccccc2CNCc2ccccn2)cs1,0.3,7.4
CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O,0.36,7.4
CCN(CC)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O,2.3,7.4
CC(C)CNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1,2.63,7.4
CN1CCN(Cc2ccc(C(=O)c3csc(S(N)(=O)=O)c3)cc2)CC1,2.3,7.4
CNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,0.14,7.4
c1ccc2[nH]c(-c3cscn3)nc2c1,1.94,7.4
O=C(Nc1ccccc1-c1nc(C2CCC2)cs1)OCC1CCNCC1,4.41,7.4
CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-0.52,7.4
Cc1nc(-c2csc(=NC(=N)N)[nH]2)c[nH]1,0.74,7.4
CN=C(NC#N)NCCSCc1csc(=NC(=N)N)[nH]1,0.57,7.4
COc1ccc(CC(=O)Nc2c(-c3cccs3)nc3cc(C)ccn23)cc1,3.95,7.4
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,-0.3,7.4
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,-0.6,7.4
Cc1nc2ccccn2c1C(=O)NCc1cccs1,2.92,7.4
O=C(O)c1[nH]c(-c2nccs2)nc(=O)c1O,-2.12,7.4
Cc1ncsc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,1.44,7.4
COc1ccc(-c2nsc(SCC(=O)N3CCCC3)n2)cc1,4.97,7.4
O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3nsnc3c1)CC2,2.6,7.4
O=C(OCc1ccc2nsnc2c1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,3.4,7.4
