logD,smiles,pH
2.5,N=c1[nH]c(-c2cccc(Cl)c2)cc(=Nc2ccc3[nH]c(-c4ccc(F)cc4)cc(=N)c3c2)[nH]1,7.4
-0.42,O=c1[nH]cnc2[nH]ncc12,7.4
0.78,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCOC2)cc1,7.4
2.74,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,7.4
3.56,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1C(C)C(=O)O,7.4
2.33,NC(=O)c1sc(-c2ccccc2)cc1N,7.4
1.59,Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,7.4
1.46,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,7.4
2.4,CS(=O)(=O)c1ccc(-c2c[nH]c(=N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,7.4
2.5,O=C1CCOc2nc(CCc3ccccc3)ccc21,7.4
2.16,O=c1[nH]c2cc(Cl)ccc2o1,7.4
-0.15,CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,7.4
3.3,NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,7.4
0.4,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,7.4
3.69,CSCCC(NC(=O)c1sccc1Cl)c1nc2ccccc2[nH]1,7.4
1.69,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,7.4
3.3,O=C(N=c1[nH]c2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,7.4
2.3,CC(C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,7.4
3.05,CC(C)C(NC(=O)Cn1c(-c2cccnc2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,7.4
2.16,C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,7.4
2.55,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,7.4
1.14,O=S(=O)(N=c1[nH]ccs1)c1cc(Cl)ccc1Cl,7.4
3.32,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,7.4
2.97,COc1ccc(-c2cc(=Nc3ccn(C)n3)n3[nH]cc(C#N)c3n2)cc1,7.4
3.46,Cc1cc(C(=O)Cn2cc(C(F)(F)F)ccc2=O)c(C)n1Cc1ccccc1,7.4
3.99,Oc1ccc2nc(-c3ccccc3)sc2c1,7.4
1.35,NS(=O)(=O)c1nc2ccccc2s1,7.4
-0.75,CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,7.4
3.99,OC[C@H]1C[C@@H](n2nnc3c(=N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)[nH]c(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,7.4
2.5,NC(=O)c1ccccc1OCc1ccccc1,7.4
0.56,CC1CC(=O)Nc2ccccc2N1,7.4
1.28,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,7.4
4.0,Cc1ccc(F)cc1S(=O)(=O)N[C@@H]1CCN(Cc2ccc(-c3ccccc3)cc2)C1,7.4
2.8,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1OC,7.4
0.2,CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,7.4
3.0,O=C1CCOc2nc(C#CC3CCCC3)ccc21,7.4
2.82,CN1CCN2c3ncccc3Cc3ccccc3C2C1,7.4
0.91,COc1ccccc1-c1nc(=N)[nH][nH]1,7.4
1.4,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)cc1OC,7.4
1.84,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NS(C)(=O)=O)cc2)CC1,7.4
0.12,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,7.4
0.96,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(=NC(=O)NCC(=O)N4CCOCC4)[nH]n3c2)c1,7.4
3.81,CC[C@H](NC(=O)c1c([S+]([O-])C(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,7.4
2.07,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)COC(C)=O,7.4
3.16,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(=Nc2cc(C3CC3)[nH]n2)c2cccn2[nH]1,7.4
1.73,CC1CN(C(=O)c2ccccc2)c2ccccc2NC1=O,7.4
0.84,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC,7.4
1.74,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3Cl)c2s1,7.4
1.32,NC(=O)Nc1cc(-c2cccc(F)c2F)sc1C(=O)N[C@H]1CCCNC1,7.4
2.7,CC(C)C(=O)N=c1[nH]c(-c2ccccn2)cc2ccccc12,7.4
1.16,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,7.4
3.07,C=CCNS(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,7.4
3.5,COc1ccc(C(=O)NCc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)cc1,7.4
1.92,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3cccc(Cl)c3)c2s1,7.4
-0.98,NC12CC3CC(CC(C3)C1)C2,7.4
1.7,CNC(=O)c1cc(-c2nc(N3CCOCC3)cc(C3(S(C)(=O)=O)CC3)n2)c2cc[nH]c2c1,7.4
1.02,O=c1ccc(=O)c2ccccc2[nH]1,7.4
2.32,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,7.4
2.8,Fc1ccc(CN2CCN(C3=Nn4c(nnc4C(F)(F)F)CC3)CC2)cc1,7.4
3.72,O=C(Nc1ccc(N2CCOCC2)cc1)c1n[nH]c(=NC(=O)C2(c3ccc(Cl)cc3)CCCC2)o1,7.4
4.18,CC[C@H](NC(=O)c1c(CN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,7.4
2.32,CCOC(=O)Nc1cccc(C(c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3[nH]cnc3C)CC2)c1,7.4
2.43,N=c1[nH]c(-c2ccccc2)cs1,7.4
2.92,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,7.4
1.38,N=c1[nH]nc(-c2cccc(Cl)c2Cl)c(=N)[nH]1,7.4
4.23,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4cccnc4[nH]3)c(C)c2c1,7.4
-0.2,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,7.4
2.0,COc1ccc(Cl)c(N=c2[nH]cnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,7.4
1.35,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc(N)c3)n2)CC1,7.4
2.83,N=c1[nH]cc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)nc1C(=O)Nc1cccnc1,7.4
2.1,CS(=O)(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,7.4
2.36,CN1CCN(c2ccc(NC(=O)c3n[nH]c(=Nc4ccccc4F)o3)cn2)CC1,7.4
3.18,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(Br)ccc12)c1ccccc1,7.4
3.2,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(F)cc(F)cn23)c(Cl)c[nH]1,7.4
2.23,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,7.4
3.4,NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,7.4
2.95,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1[nH]nc2ccccc12,7.4
3.3,COc1cc(N2CCN(C)CC2)c2nc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(N(C)C)c2c1,7.4
3.4,Cc1nn(C2CCN(C)CC2)cc1-c1c[nH]c(=N)c(-c2nc3ccccc3o2)c1,7.4
2.11,CC1C(=O)Nc2ccccc2N1C(=O)c1ccccc1,7.4
3.49,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,7.4
2.37,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OCC(F)(F)F)c1=O)C(=O)C(F)(F)F,7.4
2.33,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,7.4
0.78,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1,7.4
3.29,CCOc1cc2nccc(Oc3cnc(CC(=O)N=c4[nH][nH]c(CC)c4C)c(OC)c3)c2cc1OC,7.4
3.11,CCN=c1[nH]c(C#N)nc(=Nc2ccccc2)[nH]1,7.4
3.2,O=C1CCOc2nc(/C=C/c3ccccc3)ccc21,7.4
2.7,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCC1,7.4
1.78,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,7.4
0.73,c1ccc(CNCCNCc2ccccc2)cc1,7.4
1.96,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,7.4
3.47,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1,7.4
1.92,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1,7.4
2.96,COC(=O)CCCC(=O)Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O,7.4
3.1,C[C@@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,7.4
3.9,CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1,7.4
2.53,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,7.4
2.6,Cc1ccc(C(=O)N=c2cco[nH]2)cc1NC(=O)c1c[nH]n(-c2ccccc2F)c1=N,7.4
2.7,CN1CCN(c2cc(F)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)[nH]c23)CC1,7.4
0.81,CC(C)Oc1cc(OCCc2cccnc2)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,7.4
1.2,Cn1c(-c2ccc(=O)[nH]c2)nc2ccccc21,7.4
1.89,CCOC(=O)C1(c2cccc(O)c2)CCCN(CC2CC2)C1,7.4
3.0,O=C(N=c1[nH]c2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,7.4
0.65,CCC(CC)NC(=O)c1c[nH]n(-c2ccccc2Cl)c1=NS(=O)(=O)c1ccc(C)cc1,7.4
1.11,O=c1[nH]n(Cc2ccsc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,7.4
2.8,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C,7.4
2.96,Cc1cc(=NC(=O)Nc2ccc(Cl)cc2)n(C)[nH]1,7.4
3.73,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,7.4
2.16,Cc1ccc(Cl)c(N=c2cc(Nc3ccc(OCC(O)CN(C)C)cc3)[nH]cn2)c1,7.4
3.13,CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,7.4
3.67,CC(Oc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,7.4
2.95,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,7.4
3.8,Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(=O)[nH]1,7.4
3.02,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,7.4
3.02,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,7.4
2.1,CN(C)CC(O)COc1ccc(N=c2cc(N(CC#N)c3cc(Cl)ccc3Cl)[nH]cn2)cc1,7.4
0.05,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,7.4
3.48,Cc1cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c1O,7.4
2.82,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O,7.4
3.9,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,7.4
1.39,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,7.4
3.22,C[C@H](CN(C)C(=O)CO)Oc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.4
2.18,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(O[C@H]2CCCNC2)ccc1Cl,7.4
2.75,COCCS(=O)(=O)N1CCN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)cc[nH]3)cc2)CC1,7.4
3.2,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,7.4
1.89,Cc1cccc(Nc2ccccc2C(=O)O)c1C,7.4
2.3,CCCc1c(OCc2ccc(C(=O)O)c(Br)c2)ccc(C(C)=O)c1O,7.4
3.56,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,7.4
3.15,CCCN[C@H]1CCc2[nH]c(=N)sc2C1,7.4
0.47,N=c1[nH]c(OCc2nccs2)nc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,7.4
2.46,CCNC(=O)CC1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,7.4
1.69,Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2F)cc1,7.4
2.13,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1,7.4
0.99,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1,7.4
3.87,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1ccc2ncccc2c1,7.4
4.2,c1ccc(-c2nnc(-c3ccccc3)s2)cc1,7.4
-0.35,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,7.4
1.9,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NCc3ccccc3)c[nH]n2-c2ccccc2)cc1,7.4
1.98,CN1CCCC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,7.4
2.51,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,7.4
1.6,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4)CC3)CC2)cc1,7.4
0.8,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(=N)N1,7.4
2.41,CC(C)Oc1cc(-n2cnc3c[nH]c(=NC(C)c4ncc(F)cn4)nc32)[nH]n1,7.4
2.3,N=c1[nH][nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,7.4
0.31,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,7.4
2.1,O=C(O)c1ccccc1Cn1nnc(-c2cccc(OCc3ccc4ccccc4n3)c2)n1,7.4
2.72,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)C2CC2)CC1,7.4
0.01,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,7.4
2.82,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3)c2cc1OC,7.4
4.02,O=C(N=c1cccc(NC(=O)c2ccccc2)[nH]1)c1ccccc1,7.4
0.76,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,7.4
2.79,CCc1[nH][nH]c(=NC(=O)Cc2ncc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)c1C,7.4
2.8,C#CCN(c1cc(=Nc2ccc(OCC(O)CN(C)C)cc2)[nH]cn1)c1cc(Cl)ccc1Cl,7.4
1.33,Nc1ccc2ncccc2c1,7.4
1.65,CNC(C)C(=O)NC(C(=O)N[C@H]1CCN(CCc2ccccc2)C1)C1CCCCC1,7.4
0.92,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)nccc2n1CC(=O)O,7.4
1.42,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Br)cc54)CC3)nc2N1,7.4
1.68,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1,7.4
0.7,CC(C)CN=c1[nH]c(C#N)nc(N2CCNCC2)c1N,7.4
2.03,CC(O)C(NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(O)=NO,7.4
4.46,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21,7.4
2.28,Cc1c(Oc2ccc(Cl)cc2)c2cc(C(F)(F)F)ccc2n1CC(=O)O,7.4
2.9,CC(C)(F)CC(N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,7.4
2.49,CN(C)CCCN1c2ccccc2CCc2ccccc21,7.4
3.1,CN1CCOc2cc(COC3CCCCC3)cnc21,7.4
2.0,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2CCOCC2)c1=O)C(=O)C(F)(F)F,7.4
2.61,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.4
3.37,COc1ccccc1N=c1cc(Oc2cc(C)c(C)nc2-c2ccccn2)cc[nH]1,7.4
0.29,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cc(F)cc2[nH]cnc12,7.4
2.67,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,7.4
2.74,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,7.4
3.01,CC(=O)c1ncccc1NC(=O)C1CCC(n2c(O)c3c(c2O)[C@@H]2CC[C@H]3C2)CC1,7.4
2.41,CC(=O)Nc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1,7.4
2.41,COc1ccc2[nH]c(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)cc(C)c2c1,7.4
3.5,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(F)cccn23)c(Cl)c[nH]1,7.4
0.2,C=CCOc1ccccc1OCC(O)CNC(C)C,7.4
0.83,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,7.4
3.16,O=C(c1scc2c1CCCC2)N1CCCCC1,7.4
1.2,NC(=O)Nc1sc(-c2ccc(OCCN3CCCCC3)cc2)cc1C(N)=O,7.4
2.02,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,7.4
1.49,CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)CC3)sc2c1,7.4
0.87,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,7.4
3.13,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3c(Cl)ccc4c3OCO4)[nH]2)c1,7.4
-0.11,CCS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,7.4
3.65,COc1ccc(OC)c(-c2cccc3c(=N)c(C(=O)NC(C)C)n[nH]c23)c1,7.4
4.2,O=c1cc(N2CCOCC2)oc2c(-c3cccc(-c4ccsc4)c3)cccc12,7.4
1.9,CC(C)(C)c1cc2[nH]c3c(c(=O)n2n1)CN(Cc1ccccc1)C3=O,7.4
3.58,Cc1ncc(-c2cc[nH]c(=Nc3ccccc3)n2)n1C(C)C,7.4
4.5,[O-]c1c2c(nn1-c1ccc(Cl)cc1)c1ccccc1c[n+]2Cc1ccccc1,7.4
3.01,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3oc4ccccc4c3C2)CC1,7.4
2.9,COc1ccc(CNC(=O)N=c2[nH]cc([N+](=O)[O-])s2)cc1,7.4
2.45,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,7.4
3.4,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Br)c3)cc1C21N=C(C)C(=N)N1,7.4
-0.28,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,7.4
3.31,COc1ccc(-c2c(C)c3ccc(OC)cc3oc2=O)cc1,7.4
1.8,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=NOCOCCOC)C(C)[C@@H](O)[C@]1(C)O,7.4
2.95,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1OC,7.4
3.4,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3)cn2)CC1,7.4
4.5,CC(C)C[C@H](CO)N=c1[nH]c(SCc2ccccc2F)nc2[nH]c(=N)sc12,7.4
3.65,CNC(=O)C1CCCN1Cc1cc2c(=Nc3cccc(Cl)c3F)[nH]cnc2cc1OC,7.4
0.95,CCn1[nH]c(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1=NS(=O)(=O)c1ccc(C)cc1,7.4
1.37,Cc1ccc(O)c(O)c1,7.4
1.6,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,7.4
4.1,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,7.4
2.65,N=c1[nH][nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,7.4
2.71,N#Cc1cc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)ccc1F,7.4
2.24,CC(=O)Nc1ccc2ccn(-c3cc(=NC4COC4)n4[nH]cc(C#N)c4n3)c2c1,7.4
2.42,CCNC(=O)CC1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,7.4
3.13,COc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1,7.4
-0.58,Cc1ncc(CO)c(CO)c1O,7.4
1.22,NC(=O)Nc1sc(-c2ccc(CNC3CCCC3)cc2)cc1C(N)=O,7.4
0.5,CCCSc1nc2ccc(NC(=O)CCC(=O)O)cc2s1,7.4
1.34,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,7.4
1.84,Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,7.4
1.93,Cc1nnc(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,7.4
3.3,CC(=O)Nc1ccc2c(c1)N(c1cc(=NC3CC3)n3[nH]cc(C#N)c3n1)CC2,7.4
3.84,Fc1cc(F)cc(-c2cc(N(CCCN3CCCCCC3)Cc3ccc4c(c3)OCO4)on2)c1,7.4
1.55,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,7.4
4.21,CC(C)c1ccccc1N=c1nc(SCc2cccs2)[nH][nH]1,7.4
2.2,N=c1[nH]c2ccc(F)cc2s1,7.4
2.7,COc1cc(N2CC[C@@H](N(C)C)C2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,7.4
0.36,O=S(=O)(N=c1[nH]ccs1)c1ccc(O)cc1,7.4
3.9,Clc1cccc(N=c2[nH]cnc3ccccc23)c1,7.4
2.75,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCCC1,7.4
2.94,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(Cl)c3)sc12,7.4
4.36,O=C(NC1CCCC1)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,7.4
1.63,Cn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2ccccc21,7.4
2.79,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,7.4
2.65,COc1cccc(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,7.4
3.44,CCCS(=O)(=O)N1CCCC(C(=O)N2CCC(Cc3ccccc3)CC2)C1,7.4
2.98,COC1(c2ccc(NC(=O)c3cc(=O)c4cc(F)cc(-c5c(C)nn(C)c5C)c4o3)cn2)CCOCC1,7.4
3.5,CNC(=O)c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)n2c(O)csc2=O)cc1,7.4
0.5,CN1CCCC1c1cccnc1,7.4
1.6,O=c1[nH]c2cc(Cl)cc(Cl)c2c(O)c1-c1ccccc1,7.4
0.9,CN(C)c1cccc2c(S(=O)(=O)N=c3cncc[nH]3)cccc12,7.4
2.4,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,7.4
0.4,NCc1nc2ccccc2[nH]1,7.4
-0.8,O=C(O)c1cc(-c2ccncc2)nc2ccc(F)cc12,7.4
2.0,N=c1nc(-c2ccccc2)cc[nH]1,7.4
2.37,OCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,7.4
4.2,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCCCC3)cc(N3CCOCC3)c2)n1,7.4
3.3,Oc1ccc(-c2cnc3ccccc3n2)cc1,7.4
2.4,COc1ccc2[nH]c3c(c2c1)CN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)CC3,7.4
2.4,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,7.4
3.9,O=C(NCc1ccc(OC(F)(F)F)cc1)c1c2ccccc2c(O)n1CC1CC(F)(F)C1,7.4
