,logD,smiles,pH
242,1.07,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,7.4
243,-0.38,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(c4)C(F)(F)F)c3)C2)C(=O)NC1=O,7.4
244,2.0,COc1cc(O)cc2OC=C(C(=O)c12)c3ccc(O)cc3,7.4
245,2.43,O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,7.4
246,3.55,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4nc(c5ccc(O)c(F)c5)c6c(N)ncnc46,7.4
247,2.5,Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4cccc(Cl)c4)cc12)c5ccc(F)cc5,7.4
248,-0.42,O=C1NC=Nc2[nH]ncc12,7.4
249,0.78,C[C@H](NC(=O)c1c(C)nn(C2CCOC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,7.4
250,2.74,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,7.4
251,3.56,CC(C(=O)O)n1c(C)c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc13,7.4
252,2.33,NC(=O)c1sc(cc1N)c2ccccc2,7.4
253,1.59,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34,7.4
254,1.46,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,7.4
255,2.4,CS(=O)(=O)c1ccc(cc1)c2cnc(N)c(c2)c3ccc(nc3)C(F)(F)F,7.4
256,2.5,O=C1CCOc2nc(CCc3ccccc3)ccc12,7.4
257,2.16,Clc1ccc2OC(=O)Nc2c1,7.4
258,-0.15,CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,7.4
259,3.3,NC1(CCC1)c2ccc(cc2)c3nn4cccc4cc3c5ccccc5,7.4
260,0.4,OC(=O)COc1ccc(cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3)C(F)(F)F,7.4
261,3.69,CSCCC(NC(=O)c1sccc1Cl)c2nc3ccccc3[nH]2,7.4
262,1.69,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,7.4
263,3.3,[O-][N+](=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCN4CCOCC4,7.4
264,2.3,CC(C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,7.4
265,3.05,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,7.4
266,2.16,COc1ccc2nccc([C@H](O)C3CC4CCN3CC4C=C)c2c1,7.4
267,2.55,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,7.4
268,1.14,Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nccs2,7.4
269,3.32,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6,7.4
270,2.97,COc1ccc(cc1)c2cc(Nc3ccn(C)n3)n4ncc(C#N)c4n2,7.4
271,3.46,Cc1cc(C(=O)CN2C=C(C=CC2=O)C(F)(F)F)c(C)n1Cc3ccccc3,7.4
272,3.99,Oc1ccc2nc(sc2c1)c3ccccc3,7.4
273,1.35,NS(=O)(=O)c1nc2ccccc2s1,7.4
274,-0.75,CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(Cl)ccc2OCC(=O)O,7.4
275,3.99,OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,7.4
276,2.5,NC(=O)c1ccccc1OCc2ccccc2,7.4
277,0.56,CC1CC(=O)Nc2ccccc2N1,7.4
278,1.28,NC(=O)N1c2ccccc2CC(=O)c3ccccc13,7.4
279,4.0,Cc1ccc(F)cc1S(=O)(=O)N[C@@H]2CCN(Cc3ccc(cc3)c4ccccc4)C2,7.4
280,2.8,COc1ccc(cc1OC)C2=COc3cc(O)cc(O)c3C2=O,7.4
281,0.2,CC(=O)Nc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,7.4
282,3.0,O=C1CCOc2nc(ccc12)C#CC3CCCC3,7.4
283,2.82,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,7.4
284,0.91,COc1ccccc1c2nnc(N)[nH]2,7.4
285,1.4,COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,7.4
286,1.84,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
287,0.12,O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,7.4
288,0.96,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2,7.4
289,3.81,CC[C@H](NC(=O)c1c([S+]([O-])C(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4,7.4
290,2.07,COc1cc(OC)c(cc1NC(=O)COC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23,7.4
291,3.16,C[C@]1(CCCN1c2nc(Nc3cc([nH]n3)C4CC4)c5cccn5n2)C(=O)Nc6ccc(F)nc6,7.4
292,1.73,CC1CN(C(=O)c2ccccc2)c3ccccc3NC1=O,7.4
293,0.84,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)O)c2cc1OC,7.4
294,1.74,O[C@@H](CNCCCSCCNCCc1cccc(Cl)c1Cl)c2ccc(O)c3NC(=O)Sc23,7.4
295,1.32,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3cccc(F)c3F,7.4
296,2.7,CC(C)C(=O)Nc1nc(cc2ccccc12)c3ccccn3,7.4
297,1.16,Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3,7.4
298,3.07,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCC=C)C(F)(F)F,7.4
299,3.5,COc1ccc(cc1)C(=O)NCc2cn(nn2)c3cc(C)nc4ccc(OC)cc34,7.4
300,1.92,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCc2cccc(Cl)c2)c3sc(O)nc13,7.4
301,-0.98,NC12CC3CC(CC(C3)C1)C2,7.4
302,1.7,CNC(=O)c1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,7.4
303,1.02,O=C1Nc2ccccc2C(=O)C=C1,7.4
304,2.32,CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3oc(C)cc3,7.4
305,2.8,Fc1ccc(CN2CCN(CC2)C3=Nn4c(CC3)nnc4C(F)(F)F)cc1,7.4
306,3.72,Clc1ccc(cc1)C2(CCCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,7.4
307,4.18,CC[C@H](NC(=O)c1c(CN(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4,7.4
308,2.32,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC,7.4
309,2.43,Nc1nc(cs1)c2ccccc2,7.4
310,2.92,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,7.4
311,1.38,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,7.4
312,4.23,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,7.4
313,-0.2,CCOC(=O)C(CCc1ccccc1)NC2CCc3ccccc3N(CC(=O)O)C2=O,7.4
314,2.0,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,7.4
315,1.35,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc(N)c3)N4CCOCC4,7.4
316,2.83,Nc1ncc(nc1C(=O)Nc2cccnc2)c3ccc(cc3)S(=O)(=O)N4CCOCC4,7.4
317,2.1,CS(=O)(=O)NCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.4
318,2.36,CN1CCN(CC1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cn2,7.4
319,3.18,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(Br)ccc12)c3ccccc3)c4ccccc4,7.4
320,3.2,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cc(F)cn34)N5CCN(CC5)C(=O)C,7.4
321,2.23,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,7.4
322,3.4,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5,7.4
323,2.95,O[C@H](CNC(=O)c1n[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
324,3.3,COc1cc(N2CCN(C)CC2)c3nc(cc(N(C)C)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,7.4
325,3.4,CN1CCC(CC1)n2cc(c(C)n2)c3cnc(N)c(c3)c4oc5ccccc5n4,7.4
326,2.11,CC1N(C(=O)c2ccccc2)c3ccccc3NC1=O,7.4
327,3.49,CC(C)N1CCN(Cc2oc(nc2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)CC1,7.4
328,2.37,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F,7.4
329,2.33,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,7.4
330,0.78,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@@H](O)C3)c2c1,7.4
331,3.29,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,7.4
332,3.11,CCNc1nc(Nc2ccccc2)nc(n1)C#N,7.4
333,3.2,O=C1CCOc2nc(\C=C\c3ccccc3)ccc12,7.4
334,2.7,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCC6,7.4
335,1.78,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,7.4
336,0.73,C(CNCc1ccccc1)NCc2ccccc2,7.4
337,1.96,CNCC[C@@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,7.4
338,3.47,Cc1cc(Oc2ccc3OCOc3c2)nc(Oc4ccc(cc4)n5ccnc5)n1,7.4
339,1.92,CS(=O)(=O)Cc1cc(nc(n1)c2cnc3[nH]ccc3c2)N4CCOCC4,7.4
340,2.96,COC(=O)CCCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,7.4
341,3.1,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C5CC5,7.4
342,3.9,CCN(CC)S(=O)(=O)c1ccc(cc1)c2oc(SCC(=O)N3CCc4ccccc34)nn2,7.4
343,2.53,OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,7.4
344,2.6,Cc1ccc(cc1NC(=O)c2cnn(c2N)c3ccccc3F)C(=O)Nc4ccon4,7.4
345,2.7,CN1CCN(CC1)c2cc(F)cc3C(=O)C=C(Nc23)C(=O)Nc4ccc(cc4)N5CCOCC5,7.4
346,0.81,CC(C)Oc1cc(OCCc2cccnc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,7.4
347,1.2,Cn1c(nc2ccccc12)c3ccc(O)nc3,7.4
348,1.89,CCOC(=O)C1(CCCN(CC2CC2)C1)c3cccc(O)c3,7.4
349,3.0,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13,7.4
350,0.65,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3Cl,7.4
351,1.11,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccsc4)C3=O,7.4
352,2.8,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2cc1C,7.4
353,2.96,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(C)n1,7.4
354,3.73,CC1(C)N(Cc2ccnc(c2)N3CCOCC3)C(=O)N(C1=O)c4ccc(SC(F)(F)F)cc4,7.4
355,2.16,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(C)ccc3Cl)ncn2)cc1,7.4
356,3.13,CN(C)S(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
357,3.67,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,7.4
358,2.95,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,7.4
359,3.8,CC(C)n1ncc2c(cc(nc12)C3CC3)C(=O)NCc4c(C)cc(C)nc4O,7.4
360,3.02,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2,7.4
361,3.02,Clc1ccc(NS(=O)(=O)c2ccc(Cl)s2)c(c1)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCOCC4,7.4
362,2.1,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#N)c3cc(Cl)ccc3Cl)cc1,7.4
363,0.05,CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC,7.4
364,3.48,C[C@@H](CNC(=O)c1c(O)c(O)cc2c(O)c(c(C)cc12)c3c(C)cc4c(C(=O)NC[C@H](C)c5ccccc5)c(O)c(O)cc4c3O)c6ccccc6,7.4
365,2.82,COc1ccc(cc1C(=O)N)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,7.4
366,3.9,Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-],7.4
367,1.39,COc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
368,3.22,C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.4
369,2.18,Clc1ccc(O[C@H]2CCCNC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,7.4
370,2.75,COCCS(=O)(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,7.4
371,3.2,Oc1ccc(cc1)C2=CC(=O)c3ccc(O)cc3O2,7.4
372,1.89,Cc1cccc(Nc2ccccc2C(=O)O)c1C,7.4
373,2.3,CCCc1c(O)c(ccc1OCc2ccc(C(=O)O)c(Br)c2)C(=O)C,7.4
374,3.56,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,7.4
375,3.15,CCCN[C@H]1CCc2nc(N)sc2C1,7.4
376,0.47,Nc1nc(OCc2nccs2)nc3c1ncn3[C@@H]4O[C@H](CF)[C@@H](O)[C@H]4O,7.4
377,2.46,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14,7.4
378,1.69,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3F,7.4
379,2.13,O=C(N1CCN(CC1)c2ncccn2)c3cccc(CC4=NNC(=O)c5ccccc45)c3,7.4
380,0.99,O[C@@H](CNCCCSCCNCCc1ccccc1Cl)c2ccc(O)c3NC(=O)Sc23,7.4
381,3.87,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c3ccc4ncccc4c3,7.4
382,4.2,c1ccc(cc1)c2nnc(s2)c3ccccc3,7.4
383,-0.35,CC(C)(C)NCC(O)COc1nsnc1N2CCOCC2,7.4
384,1.9,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NCc4ccccc4,7.4
385,1.98,CN1CCCC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,7.4
386,2.51,CCCCN(CCNC[C@H](O)c1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,7.4
387,1.6,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4,7.4
388,0.8,C[C@]1(CCSC(=N1)N)c2cc(c(F)cc2F)c3cncnc3,7.4
389,2.41,CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23,7.4
390,2.3,Nc1[nH]ncc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4,7.4
391,0.31,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,7.4
392,2.1,OC(=O)c1ccccc1Cn2nnc(n2)c3cccc(OCc4ccc5ccccc5n4)c3,7.4
393,2.72,Clc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)C3CC3,7.4
394,0.01,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)c1,7.4
395,2.82,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3)c2cc1OC,7.4
396,4.02,O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c3ccccc3,7.4
397,0.76,NCC[C@@H](Oc1cc(Cl)ccc1C#N)c2ccccc2,7.4
398,2.79,CCc1[nH]nc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)c1C,7.4
399,2.8,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#C)c3cc(Cl)ccc3Cl)cc1,7.4
400,1.33,Nc1ccc2ncccc2c1,7.4
401,1.65,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCc3ccccc3)C2,7.4
402,0.92,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)nccc3n1CC(=O)O,7.4
403,1.42,Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,7.4
404,1.68,CC(C)N1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,7.4
405,0.7,CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N,7.4
406,2.03,C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#Cc2ccc(CN3CCOCC3)cc2)C(=O)NO,7.4
407,4.46,O[C@H](CNC(=O)N1C(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
408,2.28,Cc1c(Oc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)C(F)(F)F,7.4
409,2.9,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N,7.4
410,2.49,CN(C)CCCN1c2ccccc2CCc3ccccc13,7.4
411,3.1,CN1CCOc2cc(COC3CCCCC3)cnc12,7.4
412,2.0,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3CCOCC3)C(=O)C(F)(F)F,7.4
413,2.61,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,7.4
414,3.37,COc1ccccc1Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2,7.4
415,0.29,Fc1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1,7.4
416,2.67,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,7.4
417,2.74,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC[C@@H](O)C4,7.4
418,3.01,CC(=O)c1ncccc1NC(=O)[C@@H]2CC[C@H](CC2)N3C(=O)[C@@H]4[C@@H]5CC[C@@H](C5)[C@@H]4C3=O,7.4
419,2.41,CC(=O)Nc1ccc2nc(cc(O)c2c1)c3cccc(F)c3,7.4
420,2.41,COc1ccc2nc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)cc(C)c2c1,7.4
421,3.5,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cccn34)N5CCN(CC5)C(=O)C,7.4
422,0.2,CC(C)NCC(O)COc1ccccc1OCC=C,7.4
423,0.83,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,7.4
424,3.16,O=C(N1CCCCC1)c2scc3CCCCc23,7.4
425,1.2,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OCCN3CCCCC3)cc2,7.4
426,2.02,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,7.4
427,1.49,CS(=O)(=O)c1ccc2nc(sc2c1)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,7.4
428,0.87,Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,7.4
429,3.13,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)c1,7.4
430,-0.11,CCS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,7.4
431,3.65,COc1ccc(OC)c(c1)c2cccc3c(N)c(nnc23)C(=O)NC(C)C,7.4
432,4.2,O=C1C=C(Oc2c1cccc2c3cccc(c3)c4ccsc4)N5CCOCC5,7.4
433,1.9,CC(C)(C)c1cc2nc3C(=O)N(Cc4ccccc4)Cc3c(O)n2n1,7.4
434,3.58,CC(C)n1c(C)ncc1c2ccnc(Nc3ccccc3)n2,7.4
435,4.5,[O-]c1c2c(nn1c3ccc(Cl)cc3)c4ccccc4c[n+]2Cc5ccccc5,7.4
436,3.01,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4oc5ccccc5c4C3,7.4
437,2.9,COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1,7.4
438,2.45,Oc1cc(O)c2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,7.4
439,3.4,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(Br)c5,7.4
440,-0.28,O[C@@H](CNCCc1cccc(CN2CCCC2)c1)c3ccc(O)c4NC(=O)Sc34,7.4
441,3.31,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2=O,7.4
442,1.8,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)\[C@H](C)[C@@H](O)[C@]1(C)O,7.4
443,2.95,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1OC,7.4
444,3.4,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3)cn2,7.4
445,4.5,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(N)sc13,7.4
446,3.65,CNC(=O)[C@H]1CCCN1Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,7.4
447,0.95,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,7.4
448,1.37,Cc1ccc(O)c(O)c1,7.4
449,1.6,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4,7.4
450,4.1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4,7.4
451,2.65,Nc1n[nH]cc1c2cc(ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4)C(F)(F)F,7.4
452,2.71,Fc1ccc(cc1C#N)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,7.4
453,2.24,CC(=O)Nc1ccc2ccn(c3cc(NC4COC4)n5ncc(C#N)c5n3)c2c1,7.4
454,2.42,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14,7.4
455,3.13,COc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,7.4
456,-0.58,Cc1ncc(CO)c(CO)c1O,7.4
457,1.22,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CNC3CCCC3)cc2,7.4
458,0.5,CCCSc1nc2ccc(NC(=O)CCC(=O)O)cc2s1,7.4
459,1.34,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,7.4
460,1.84,Cc1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
461,1.93,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nnc(C)c5c4,7.4
462,3.3,CC(=O)Nc1ccc2CCN(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,7.4
463,3.84,Fc1cc(F)cc(c1)c2cc(on2)N(CCCN3CCCCCC3)Cc4ccc5OCOc5c4,7.4
464,1.55,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,7.4
465,4.21,CC(C)c1ccccc1Nc2nc(SCc3cccs3)n[nH]2,7.4
466,2.2,Nc1nc2ccc(F)cc2s1,7.4
467,2.7,COc1cc(N2CC[C@H](C2)N(C)C)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,7.4
468,0.36,Oc1ccc(cc1)S(=O)(=O)Nc2nccs2,7.4
469,3.9,Clc1cccc(Nc2ncnc3ccccc23)c1,7.4
470,2.75,O=C(N1CCCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,7.4
471,2.94,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)c(Cl)c4,7.4
472,4.36,O=C(NC1CCCC1)C(N(Cc2occc2)C(=O)c3ccc([nH]3)c4ccccc4)c5ccncc5,7.4
473,1.63,CN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3ccccc13,7.4
474,2.79,CN1CCN(CC1)C(=O)c2cc3cc(Br)ccc3[nH]2,7.4
475,2.65,COc1cccc(c1)C(=O)N2CCC(CC2)N3C(=O)Nc4ccccc34,7.4
476,3.44,CCCS(=O)(=O)N1CCCC(C1)C(=O)N2CCC(Cc3ccccc3)CC2,7.4
477,2.98,COC1(CCOCC1)c2ccc(NC(=O)C3=CC(=O)c4cc(F)cc(c4O3)c5c(C)nn(C)c5C)cn2,7.4
478,3.5,CNC(=O)c1ccc(CCC(COc2ccc(cc2)c3cccc(c3)[N+](=O)[O-])N4C(=O)CSC4=O)cc1,7.4
479,0.5,CN1CCCC1c2cccnc2,7.4
