,smiles,pH,logD
196,CC(C)(C)C(O)C(=C/C1=CC=C(Cl)C=C1Cl)\N1C=NC=N1,7.4,3.8
197,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)CCCC#C,7.4,5.63
198,CC(C)(C)C1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,7.4,-0.06
199,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,7.4,3.99
200,CC(C)(C)C1=CC=C(C=C1)C1=NC(=O)C(CC(O)=O)S1,7.4,-0.1
201,CC(C)(C)C1=CC=C(C=C1)C1=NNC(NC(=O)C2=CC=CC=C2Cl)=C1Br,7.4,4.3
202,CC(C)(C)C1=CC=C(C=C1)[C@@H](O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,7.4,3.61
203,CC(C)(C)C1=NC2=NC(N)=NN2C(O)=C1,7.4,-0.2
204,CC(C)(C)C1=NN2C(=C1)N=C1C(=O)N(CC3=CC=CC=C3)CC1=C2O,7.4,1.9
205,CC(C)(C)CN1C(CN2C(=O)CC3(CCNCC3)C2=O)=CC2=CN=C(N=C12)C#N,7.4,0.75
206,CC(C)(C)CNC1=NC(=NC(N2CCOCC2)=C1N)C#N,7.4,3.08
207,CC(C)(C)NC(=O)C(N(CC1=CC=CO1)C(=O)C1=CC=C(N1)C1=CC=CC=C1)C1=CC=NC=C1,7.4,4.13
208,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1,7.4,4.51
209,CC(C)(C)NC(=O)C1CN(CC2=CN=CC=C2)CCN1CC(O)CC(CC1=CC=CC=C1)C(=O)NC1C(O)CC2=CC=CC=C12,7.4,2.79
210,CC(C)(C)NC(=O)NC1=CC=C(C=C1)C1=C(N)N=C(N)N=C1COCC1=CC=CC=C1,7.4,3.09
211,CC(C)(C)NC(=O)NC1=CC=CC(CN2NC(=O)C3=C(C2=O)C(=O)C2=CC=C(Cl)C=C2N3)=C1,7.4,1.77
212,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,7.4,2.9
213,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,5.5,-1.31
214,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,6.5,-1.3
215,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,7.4,-1.3199999999999998
216,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,7.4,-0.77
217,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,7.4,-0.35
218,CC(C)(C)NC[C@@H](O)C1=CC(O)=CC(O)=C1,7.4,-1.35
219,CC(C)(C)NC[C@@H](O)COC1=C(C=CC=C1)C1CCCC1,7.4,2.06
220,CC(C)(C)NC[C@@H](O)COC1=CC=CC2=C1C[C@H](O)[C@@H](O)C2,7.4,-1.43
221,CC(C)(C)NC[C@@H](O)COC1=NSN=C1N1CCOCC1,7.4,0.03
222,CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1,7.4,-0.305
223,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C1=CN2N=C(N)N=C2C=C1,7.4,1.41
224,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C1=CN2N=C(NC(=O)NCC(=O)N3CCCC3)N=C2C=C1,7.4,1.37
225,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C1=CN2N=C(NC(=O)NCC(=O)N3CCOCC3)N=C2C=C1,7.4,0.96
226,CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C3=C(Br)C=CC=C3N2C=N1,7.4,2.48
227,CC(C)(C)OC(=O)N1CCC(CC1)C1=NC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)C=N1,7.4,2.8
228,CC(C)(C)OC(=O)N1CCC(CC1)OCC1=NC(=NO1)C1=CC=NC=C1,7.4,3.0
229,CC(C)(C)OC(=O)N1CCN(CC1)C1=CC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)C=C1,7.4,3.9
230,CC(C)(C)OC(=O)N1CCN(CC1)C1=CC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)C=N1,7.4,3.2
231,CC(C)(C)OC(=O)N1CCN(CC1)C1=CC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)N=C1,7.4,3.1
232,CC(C)(C)OC(=O)N1CCN(CC1)C1=CC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)N=N1,7.4,2.8
233,CC(C)(C)OC(=O)N1CCN(CC1)C1=CN=C(OCC2=CC=C(C=C2)S(C)(=O)=O)C=N1,7.4,3.4
234,CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(OCC2=C(F)C=NC=C2F)C=N1,7.4,3.7
235,CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)C=N1,7.4,3.27
236,CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)N=N1,7.4,2.93
237,CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(OCC2=CC=NC=C2)C=N1,7.4,3.4
238,CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(OCC2=CC=NC=C2C#N)C=N1,7.4,2.81
239,CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(OCC2=CC=NC=C2F)C=N1,7.4,3.6
240,CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(OCC2=CC=NC=C2S(C)(=O)=O)C=N1,7.4,2.4
241,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2C1=NC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)C=N1,7.4,3.4
242,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,7.4,1.2
243,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,7.4,-1.1
244,CC(C)(C1=CC(=NC(=N1)C1=C2C=CNC2=CC=C1)N1CCOCC1)S(C)(=O)=O,7.4,2.65
245,CC(C)(CC1=CC=CC(CC(=O)NCC2=CC=CC(=C2)C2=CC=C(O)C=C2)=C1)NC[C@H](O)C1=CC=C(O)C(NS(C)(=O)=O)=C1,7.4,1.91
246,CC(C)(CCCCCOCCC1=CC=CC=C1)NCCC1=C2SC(O)=NC2=C(O)C=C1,7.4,2.92
247,CC(C)(CO)NC1=C2SC(N)=NC2=NC(SCC2=CC=CC(F)=C2F)=N1,7.4,3.37
248,CC(C)(CS(=O)(=O)N1CCN(CC1)C1=CC=C(F)C=C1)N(O)C=O,7.4,1.07
249,CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N,7.4,2.9
250,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,7.4,1.0
251,CC(C)(N)C(=O)N[C@H](COCC1=CC=CC=C1)C(=O)N1CCC2(CN(C3=CC=CC=C23)S(C)(=O)=O)CC1,7.4,1.4
252,CC(C)(NC(=O)C1=C(OC2=CC=C(F)C=C2[N+]([O-])=O)C=CS1)C#C,7.4,3.0
253,CC(C)(O)C1=CC=C(NC2=NC3=CC=C(C=C3N2)C#N)C=C1,7.4,2.73
254,CC(C)(O)C1=CC=CC=C1CC[C@@H](SCC1(CC(O)=O)CC1)C1=CC=CC(\C=C\C2=CC=C3C=CC(Cl)=CC3=N2)=C1,7.4,3.45
255,CC(C)C(=O)NC1=C2C=CC=CC2=CC(=N1)C1=CC=CC=N1,7.4,2.7
256,CC(C)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,7.4,3.46
257,CC(C)C(=O)NC1=CC=C2C(=O)NC(=O)C2=C1,7.4,1.55
258,CC(C)C(=O)NCCNCC(O)COC1=CC=C(O)C=C1,7.4,-0.15
259,CC(C)C(CCCN(C)CCC1=CC=CC=C1)(C#N)C1=CC=CC=C1,7.4,3.6
260,CC(C)C(N)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(C(C)C)C(O)=O,7.4,-2.22
261,CC(C)C(N)C(=O)NCC(O)=O,7.4,-2.74
262,CC(C)C(N)C(O)=O,7.4,0.32
263,CC(C)C(NC(=O)CN)C(O)=O,7.4,-2.98
264,CC(C)C(NC(=O)CN1C(=O)C(N)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.74
265,CC(C)C(NC(=O)CN1C(=O)C(N)=CN=C1C1=CC(F)=CC(F)=C1)C(=O)C(F)(F)F,7.4,1.38
266,CC(C)C(NC(=O)CN1C(=O)C(N)=CN=C1C1=CC=C(F)C=C1)C(=O)C(F)(F)F,7.4,1.05
267,CC(C)C(NC(=O)CN1C(=O)C(N)=CN=C1C1=CC=CS1)C(=O)C(F)(F)F,7.4,0.68
268,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)CC2=CC=C(C=C2)C(O)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,0.35
269,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)CC2=CC=CC(=C2)C(O)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,0.68
270,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)CC2=CC=CC=C2C(O)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.14
271,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)CN2C(=O)CCC2=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,0.96
272,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)CN2CCOCC2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.0
273,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)NCC2=CC=CC=N2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.15
274,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)NCC2=CC=CN=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.84
275,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)NCC2=CC=C[N+]([O-])=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.48
276,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)NCC2=CC=NC=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.16
277,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)NCC2=CC=[N+]([O-])C=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.13
278,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC(F)(F)F)=CN=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.37
279,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC(F)(F)F)=CN=C1C1=CC=CS1)C(=O)C(F)(F)F,7.4,2.32
280,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC(C)=NC(C)=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.38
281,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=C(C=C2)C(O)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,0.84
282,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CC=C1C1=CC=CC(=C1)C(O)=O)C(=O)C(F)(F)F,7.4,1.2
283,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CC=C1C1=CC=CN=C1)C(=O)C(F)(F)F,7.4,3.05
284,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CN=C1C(C)C)C(=O)C(F)(F)F,7.4,2.63
285,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CN=C1C1=CC=C(F)C=C1)C(=O)C(F)(F)F,7.4,2.47
286,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CN=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.12
287,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CN=C1C1=CC=CN=C1)C(=O)C(F)(F)F,7.4,2.15
288,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CN=C1C1=CC=CS1)C(=O)C(F)(F)F,7.4,2.02
289,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CN=C1C1CCCCC1)C(=O)C(F)(F)F,7.4,2.87
290,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=N2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.91
291,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=NC=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.41
292,CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=NC=C2)=CN=C1C1=CC=C(F)C=C1)C(=O)C(F)(F)F,7.4,2.22
293,CC(C)C(NC(=O)CN1C(=O)C(NC(C)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.78
294,CC(C)C(NC(=O)CN1C(=O)C(NC=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.84
295,CC(C)C(NC(=O)CN1C(=O)C(NS(=O)(=O)C(F)(F)F)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.01
296,CC(C)C(NC(=O)CN1C(=O)C(NS(=O)(=O)C2=CC=CC(NC(C)=O)=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.43
297,CC(C)C(NC(=O)CN1C(=O)C(NS(=O)(=O)C2=CC=CC=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.26
298,CC(C)C(NC(=O)CN1C(=O)C(NS(=O)(=O)NCC2=CC=CC=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,2.57
299,CC(C)C(NC(=O)CN1C(=O)C(NS(C)(=O)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.77
300,CC(C)C(NC(=O)CN1C(=O)C(NS(N)(=O)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.17
301,CC(C)C(NC(=O)CN1C(=O)C2=C(C=C1C1=CC=CC=C1)C(=O)N(CCN1CCOCC1)C(=O)N2)C(=O)C(F)(F)F,7.4,1.91
302,CC(C)C(NC(=O)CN1C(=O)C2=NC(O)=NC(O)=C2C=C1C1=CC=CC=C1)C(=O)C(F)(F)F,7.4,1.88
303,CC(C)C1=C(C=NN1C1=CC=C(C=C1)C(O)=O)C(=O)NC1C2CC3CC(C2)CC1C3,7.4,1.15
304,CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=C1C)C(C(C)C)=C(O)C(O)=C2C=O,7.4,2.75
305,CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,7.4,2.5
306,CC(C)C1=CC=C(NC(=O)NCCCSC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)C=C1,7.4,2.5
307,CC(C)C1=CC=C(SC2=CN=C(O)C(=C2)C(=O)NCC2=CC=CC=C2)C=C1,7.4,3.7
308,CC(C)C1=CC=C2NC3=C(CN(CC3)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(CC3)C#N)C2=C1,7.4,4.1
309,CC(C)C1=CC=C2OC3=NC(N)=C(C=C3C(=O)C2=C1)C(O)=O,7.4,1.1
310,CC(C)C1=CC=CC(C(C)C)=C1O,7.4,4.19
311,CC(C)C1=CC=CC=C1CC1=CC(C(=O)NC2=CC=C(C=C2)S(=O)(=O)C2=CC=CC=C2C(C)(C)C)=C(O)C(O)=C1O,7.4,3.44
312,CC(C)C1=CC=CC=C1NC1=NC(SCC2=CC=CS2)=NN1,7.4,4.21
313,CC(C)C1=NC(=NO1)N1CCN([C@H](C)C1)C1=NC=C(OCC2=CC=NC=C2C#N)C=N1,7.4,3.3
314,CC(C)C1=NC2=CC=CC=C2N1C1=NC(N2CCOCC2)=C2N=C(OC3CN(C3)C3CCS(=O)(=O)CC3)N(C)C2=N1,7.4,2.9
315,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F,7.4,2.44
316,CC(C)C1=NOC(=N1)N1CCN([C@H](C)C1)C1=NC=C(OCC2=CC=NC=C2C#N)C=N1,7.4,3.1
317,CC(C)C1NCCC2=C1SC1=CC=CC=C21,7.4,2.8
318,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,7.4,3.6
319,CC(C)CC(N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(O)=O,7.4,-1.17
320,CC(C)CC(N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(O)=O,7.4,-0.4
321,CC(C)CC(N)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(C)C)C(O)=O,7.4,-1.59
322,CC(C)CC(N)C(=O)NC(CC1=CNC=N1)C(O)=O,7.4,-2.74
323,CC(C)CC(N)C(O)=O,5.5,-1.61
324,CC(C)CC(N)C(O)=O,6.5,-1.6
325,CC(C)CC(N)C(O)=O,7.4,-1.601
326,CC(C)CC(N1NC(=O)C2=C(C(O)=C3C=CC(Cl)=CC3=N2)C1=O)C1=CC=CC=N1,7.4,1.83
327,CC(C)CC(N1NC(=O)C2=C(C(O)=C3C=CC(Cl)=CC3=N2)C1=O)C1=CC=NC=C1,7.4,1.64
328,CC(C)CC(NC(=O)C(C)N)C(=O)NC(C)C(O)=O,7.4,-2.88
329,CC(C)CC(NC(=O)C(C)N)C(O)=O,7.4,-2.46
330,CC(C)CC(NC(=O)C(N)CC1=CNC2=CC=CC=C12)C(O)=O,7.4,1.04
331,CC(C)CC(NC(=O)CC1=CC=CC=C1)C(=O)NC(C(O)=O)C(=O)NC(CC1=CC=CC=C1)C(=O)N1CCCC1C(N)=O,7.0,-0.52
332,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,7.4,1.48
333,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(C)(=O)=O,7.4,0.78
334,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,6.8,1.6
335,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,7.4,0.88
336,CC(C)CC1=CC=C(C=C1)[C@@H](C)C(=O)NS(C)(=O)=O,7.4,0.51
337,CC(C)CC1=CC=C(C=C1)[C@@H](C)C(O)=O,7.4,1.44
338,CC(C)CC1=CC=C(C=C1)[C@H](C)C(=O)NS(C)(=O)=O,7.4,0.56
339,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5=C(Br)NC6=C5C(=CC=C6)C4=C3)(OC2(O)C2CCCN2C1=O)C(C)C,7.4,6.21
340,CC(C)CCCC(C)\N=C1/C=CN(CC2=CC=CC=C2)C2=CC(Cl)=CC=C12,7.4,1.58
341,CC(C)CCOC1=CC=C(N)C=C1,7.4,2.67
342,CC(C)CN1C2=C(C(=C(CC3=CC=CC=C3C(F)(F)F)S2)S(=O)(=O)N2CC[C@@H](O)C2)C(=O)N(C)C1=O,7.4,3.32
343,CC(C)CN1C2=C(C(C(=O)N(C)C)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,2.9
344,CC(C)CN1C2=C(C(C(=O)N3CC(C)(O)C3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,3.18
345,CC(C)CN1C2=C(C(C(=O)N3CC=CC3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,3.53
346,CC(C)CN1C2=C(C(C(=O)N3CCC3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,3.46
347,CC(C)CN1C2=C(C(C(=O)N3CCC3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)NC1=O,7.4,3.0
348,CC(C)CN1C2=C(C(C(=O)N3CCCC3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,3.8
349,CC(C)CN1C2=C(C(C(=O)N3CCCCC3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,4.07
350,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=C4C=C(F)C=CC4=NC=C3)S2)C(=O)N(C)C1=O,7.4,1.95
351,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=C4C=CC=CC4=CN=C3)S2)C(=O)N(C)C1=O,7.4,1.74
352,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=C4C=CC=CC4=NC=C3)S2)C(=O)N(C)C1=O,7.4,1.65
353,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=C4C=CC=NC4=CC=C3)S2)C(=O)N(C)C1=O,7.4,1.98
354,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,2.74
355,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=CNC4=C3C=CC=C4)S2)C(=O)N(C)C1=O,7.4,2.35
356,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=CNC4=NC=CC=C34)S2)C(=O)N(C)C1=O,7.4,1.71
357,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CN3C(C)=NC(Cl)=C3Cl)S2)C(=O)N(C)C1=O,7.4,1.61
358,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CN3C(C)=NC4=CC=CC=C34)S2)C(=O)N(C)C1=O,7.4,1.34
359,CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(OC3=C4C=CC=CC4=CC=C3)S2)C(=O)N(C)C1=O,7.4,2.87
360,CC(C)CN1C2=C(C(C(=O)N3C[C@H](O)CO3)=C(CC3=C(C)NN=C3C)S2)C(=O)N(C)C1=O,7.4,1.07
361,CC(C)CN1C2=C(C(C(=O)N3C[C@H](O)CO3)=C(CC3=C4C=CC=CC4=NC=C3)S2)C(=O)N(C)C1=O,7.4,2.14
362,CC(C)CN1C2=C(C(C(=O)N3C[C@H](O)CO3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,3.15
363,CC(C)CN1C2=C(C(C(=O)N3C[C@H](O)CO3)=C(CC3=CNC4=NC=CC=C34)S2)C(=O)N(C)C1=O,7.4,2.04
364,CC(C)CN1C2=C(C(C(=O)N3C[C@H](O)[C@H](O)C3)=C(CC3=C4C=CC=CC4=NC=C3)S2)C(=O)N(C)C1=O,7.4,1.18
365,CC(C)CN1C2=C(C(SC(C)C)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,4.42
366,CC(C)CN1C2=C(C(SC3CCCC3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,4.21
367,CC(C)CN1C2=C(C(SC3CCCCC3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,4.14
368,CC(C)CN1C2=C(C(SCCCO)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,7.4,4.05
369,CC(C)CN1C2=CN(CC3=C4C=CC=CC4=CC=C3)C(SCCCO)=C2C(=O)N(C)C1=O,7.4,4.36
370,CC(C)CN1C2=CN(CC3=CC=CC4=C3C=CC=C4)C=C2C(=O)N(C)C1=O,7.4,4.41
371,CC(C)CN1C2=NN(CC3=C4C=CC=CC4=CC=C3)C(=C2C(=O)N(C)C1=O)C1=CC=NC=C1,7.4,4.3
372,CC(C)CN1C2=NN(CC3=C4C=CC=CC4=CC=C3)C(C3=CN=CN3C)=C2C(=O)N(C)C1=O,7.4,4.1
373,CC(C)CN1C=NC(=C1C1=NC2=C(N)N=CN=C2S1)C1=CC=CC=C1,7.4,3.72
374,CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,7.4,2.52
375,CC(C)CNC1=NC(=NC(N2CC(O)C2)=C1N)C#N,7.4,2.0
376,CC(C)CNC1=NC(=NC(N2CCN(CC2)C(C)=O)=C1N)C#N,7.4,2.4
377,CC(C)CNC1=NC(=NC(N2CCNCC2)=C1N)C#N,7.4,0.7
378,CC(C)CNC1=NC(=NC(N2CCOCC2)=C1N)C#N,7.4,2.79
379,CC(C)CNC1=NC(=NC(NC2CCS(=O)(=O)C2)=C1N)C#N,7.4,2.3
380,CC(C)CNCC1=CC=C(C=C1)C1=CC=CC=C1S(=O)(=O)N1CCCC1,7.4,1.9
381,CC(C)COC1=CC(=CC=C1NC(=O)CN1CCOCC1)C1=CC=CC2=C1OC(=CC2=O)N1CCOCC1,7.4,3.8
382,CC(C)COC1=CC(OC(C)C)=CC(=C1)C(=O)NC1=CC=C(C=N1)C(O)=O,7.4,1.6
383,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,7.4,0.94
384,CC(C)COC1=CC=CC(=C1)C(=O)NC1=CC=C(C)C(=C1)C(=O)NC1=CC=CN=C1,7.4,2.81
385,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,7.4,3.66
386,CC(C)C[C@@H](CO)NS(=O)(=O)C1=CC=C(Cl)S1,7.4,2.8
387,CC(C)C[C@@H](N)C(O)=O,7.4,-1.77
388,CC(C)C[C@@H](N1CCC[C@@H](C1)N1C=C(C)C(=O)NC1=O)C1=CC=C(C(O)=O)C(OC2=CC=CC(Cl)=C2)=C1,7.4,0.91
389,CC(C)C[C@H](CO)NC1=C2SC(N)=NC2=NC(SCC2=CC=CC(=C2)C#N)=N1,7.4,3.9
390,CC(C)C[C@H](CO)NC1=C2SC(N)=NC2=NC(SCC2=CC=CC=C2)=N1,7.4,4.2
391,CC(C)C[C@H](CO)NC1=C2SC(N)=NC2=NC(SCC2=CC=CC=C2F)=N1,7.4,4.5
392,CC(C)C[C@H](CO)NC1=C2SC(N)=NC2=NC(SCC2=CC=NC=C2)=N1,7.4,2.9
393,CC(C)C[C@H](CO)NC1=NC(SCC2=CC=CC=C2)=NC2=C1SC(=O)N2,7.4,4.2
394,CC(C)C[C@H](CO)NC1=NC(S[C@@H](C)C2=CC=CC=C2)=NC2=C1SC(=O)N2,7.4,4.3
395,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,7.4,1.12
396,CC(C)C[C@H](N)C1=NN=C(O1)S(=O)(=O)CC1=CC=C(F)C=C1,7.4,1.11
