ID	SMILES	logD7.4
I-logDoct-PBS-2	OC(=O)c1ccc(cc1)Cc1ncccn1	-2.2
I-logDoct-PBS-20	O=C(N)c1cc(ccc1)Cn1nccc1	0.71
I-logDoct-PBS-21	n1ccn(c1)Cc1cc(ccc1)C#N	1.01
I-logDoct-PBS-22	S(=O)(=O)(N)c1ccc(cc1)Cn1c2c(nc1)cccc2	1.04
I-logDoct-PBS-23	n1cccnc1Cc1cc(ccc1)C#N	1.46
I-logDoct-PBS-24	O=C(N)c1cc(ccc1)Cn1c2c(nc1)cccc2	1.7
I-logDoct-PBS-25	n1n(ccc1)Cc1cc(ccc1)C#N	1.74
I-logDoct-PBS-27	n1ccn(c1)Cc1ccccc1	1.78
I-logDoct-PBS-28	n1c2c(n(c1)Cc1cc(N)ccc1)cccc2	1.92
I-logDoct-PBS-29	S(=O)(=O)(Nc1cc(ccc1)Cn1c2c(nc1)cccc2)C	2.08
I-logDoct-PBS-3	OC(=O)c1ccc(cc1)Cn1ccnc1	-2.1
I-logDoct-PBS-30	n1c2c(n(c1)Cc1cc(ccc1)C#N)cccc2	2.47
I-logDoct-PBS-31	n1c2c(n(c1)Cc1ccccc1)cccc2	2.91
I-logDoct-PBS-4	OC(=O)c1cc(ccc1)Cn1ccnc1	-2.07
I-logDoct-PBS-5	OC(=O)c1cc(ccc1)Cc1ncccn1	-1.98
I-logDoct-PBS-6	OC(=O)Cc1ccc(cc1)Cn1nccc1	-1.8
I-logDoct-PBS-7	OC(=O)c1ccc(cc1)Cn1nccc1	-1.65
I-logDoct-PBS-8	OC(=O)c1cc(ccc1)Cn1nccc1	-1.62
I-logDoct-PBS-9	[nH]1nc(nn1)-c1cc(ccc1)Cc1ncccn1	-1.28
J-D7.4-1	OC=1C(=O)C=CN(C)C=1CO	-1.32
J-D7.4-10	OC=1C(=O)C=C(N(C)C=1C(O)C)C	-0.61
J-D7.4-11	OC=1C(=O)C=CN(CC)C=1C(O)C	-0.56
J-D7.4-12	OC=1C(=O)C=C(N(C)C=1C(O)CC)C	-0.13
J-D7.4-14	OC=1C(=O)C=CN(CCCOC(=O)c2ccccc2)C=1CO	0.75
J-D7.4-15	OC=1C(=O)C=CN(CCOC(=O)C(C)(C)C)C=1CC	1.16
J-D7.4-16	OC=1C(=O)C=CN(CCCOC(=O)c2ccccc2)C=1C	1.25
J-D7.4-2	OC=1C(=O)C=CN(CCCO)C=1CO	-1.25
J-D7.4-3	OC=1C(=O)C=CN(CCCO)C=1C(O)C	-1.12
J-D7.4-4	OC=1C(=O)C=C(N(C)C=1CO)C	-1.01
J-D7.4-6	OC=1C(=O)C=CN(CC)C=1CO	-0.85
J-D7.4-9	OC=1C(=O)C=C(N(CC)C=1CO)C	-0.65
O-1	Clc1cc(Cl)ccc1[C@]1(O[C@@H](CO1)COc1ccc(N2CCN(CC2)C(=O)C)cc1)Cn1ccnc1	3.83
O-10	O=C1C=C2[C@@]([C@H]3[C@@H]([C@H]4CC[C@](O)(C(=O)CO)[C@@]4(C[C@H]3O)C)C[C@H]2C)(C=C1)C	2.1
O-103	Oc1ccccc1C(O)=O	-2.14
O-104	S(=O)(=O)(Nc1ncccc1)c1ccc(N\N=C/2\C=C(C(O)=O)C(=O)C=C\2)cc1	-0.13
O-107	O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C	3.31
O-109	S(C)c1cc2c(N=CN(\C=C\C(O)=O)C2=O)cc1	-1.05
O-11	O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O	1.82
O-110	O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N	2.36
O-114	Clc1ccccc1C(n1ccnc1)(c1ccccc1)c1ccccc1	5.2
O-116	Fc1cc(F)ccc1C(O)(Cn1ncnc1)Cn1ncnc1	0.5
O-118	OCCn1c(ncc1[N+](=O)[O-])C	-0.02
O-119	Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1	1.65
O-121	Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC	2.18
O-122	O=C1CC[C@]2([C@@H]3[C@H]([C@H]4CC[C@](O)(C(=O)COC(=O)C)[C@@]4(C[C@H]3O)C)CCC2=C1)C	2.19
O-123	Clc1ccccc1C1=N[C@H](O)C(=O)N(c2c1cc(Cl)cc2)C	2.72
O-124	S=C(Oc1cc2c(cc1)cccc2)Nc1cc(ccc1)C	5.4
O-128	n1ccn(c1)[C@@H](c1ccc(cc1)-c1ccccc1)c1ccccc1	4.77
O-13	OC(=O)C1CCC(CC1)CN	-3
O-130	Clc1cc(N2CCN(CC2)CCCN2N=C3N(C=CC=C3)C2=O)ccc1	2.54
O-131	o1c(ccc1[N+](=O)[O-])\C=N\O	1.28
O-133	c12c(cccc1)cccc2	3.37
O-14	o1cccc1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1	1.88
O-145	OC(=O)C(C)c1ccc(cc1)CC(C)C	0.88
O-146	O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C	1.54
O-147	Clc1c(cccc1Cl)C1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)C	4.2
O-148	O1[C@H]2[C@H]3N([C@H]([C@@H]12)CC(OC(=O)C(CO)c1ccccc1)C3)C	0.21
O-15	O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1c3c(OC(=CC3=O)C(O)=O)ccc1)ccc2	-1.15
O-150	S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C	-1.38
O-151	O=C1c2c(n(c3c2cccc3)C)CCC1Cn1ccnc1C	2.3
O-152	S1C[C@H](O[C@H]1CO)N1C=CC(=NC1=O)N	-0.92
O-158	s1cc(nc1)-c1[nH]c2c(n1)cccc2	1.94
O-16	Clc1cc2N=CNS(=O)(=O)c2cc1S(=O)(=O)N	-0.05
O-160	n1c2c(cccc2)ccc1	2.15
O-163	O(CC)C(=O)NC(=N)c1cc2[nH]c(nc2cc1)Cc1[nH]c2c(n1)cccc2	1.5
O-164	O\N=C(/N)\c1cc2[nH]c(nc2cc1)-c1ncccc1	1.6
O-166	O\N=C(/N)\c1cc2[nH]c(nc2cc1)Cc1[nH]c2nccc(c2n1)C	1
O-17	Clc1ccc(OC(C(OCC)=O)(C)C)cc1	3.39
O-170	OC(=O)[C@H](C)c1ccc(cc1)CC(C)C	1.44
O-171	O(C(=O)c1ccc(N)cc1)CCN(CC)CC	0.43
O-173	O1c2c(cccc2)C(O)=C([C@@H](CC(=O)C)c2ccccc2)C1=O	1.12
O-174	[Br-].O1c2c(cccc2)C(c2c1cccc2)C(OCC[N+](C(C)C)(C(C)C)C)=O	-1.07
O-175	[Br-].[n+]1(c2cc(N)ccc2c2c(cc(N)cc2)c1-c1ccccc1)CC	-1.1
O-177	[Br-].O1c2c(cccc2)C(c2c1cccc2)C(OC1CC2[N+](C(C1)CC2)(C)C)=O	-1.45
O-18	Fc1cc2c(-n3c(CN(C)C2=O)c(nc3)C(OCC)=O)cc1	1.21
O-180	S(Cc1nc[nH]c1C)CC\N=C(\NC#N)/NC	0.33
O-185	Clc1cc(Cl)ccc1C1(OC(CO1)CCC)Cn1ncnc1	3.5
O-189	s1c(nnc1NS(=O)(=O)c1ccc(N)cc1)C	-1.11
O-19	S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1	-1.77
O-190	Clc1ccc(OC(n2ncnc2)C(=O)C(C)(C)C)cc1	2.77
O-191	Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CCN(CC2)C(=O)C)cc1)Cn1ccnc1	4.33
O-192	S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)CCNC(=O)c1ncc(nc1)C	1.91
O-193	O1[C@H](C)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)C(=O)[C@@]2(OC2)C[C@H](C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2OC(=O)C)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@@H](C)C1=O	3.2
O-194	n1ccn(c1)C	-0.06
O-195	O=C(C(C)(C)c1cccnc1)c1cccnc1	1.5
O-197	Oc1cccnc1	0.52
O-198	S(=O)(Cc1ncccc1)c1[nH]c2c(n1)cccc2	1.33
O-199	Clc1cc(Cl)ccc1C(OCc1ccc(Cl)cc1)Cn1ccnc1	5.25
O-2	OC(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1	-0.27
O-20	S1[C@H]2N([C@H](C(O)=O)C1C)C(=O)[C@H]2NC(=O)COc1ccccc1	-0.62
O-201	[nH]1ccnc1C	-0.99
O-202	O(C(=O)C(=O)Nc1cc(ccc1)-c1nn[nH]n1)CCCC	-0.54
O-204	S=C(NC1CCCCC1)N1CCC(CC1)c1nc[nH]c1	2.59
O-205	S1(=O)(=O)N(C)C(C(=O)Nc2ncccc2)=C(O)c2c1cccc2	0.26
O-21	O=C1CC[C@@]2([C@@H]3[C@H]([C@H]4CC[C@@H](C(=O)C)[C@@]4(CC3)C)CCC2=C1)C	3.48
O-214	N(CCCN1c2c(CCc3c1cccc3)cccc2)(C)C	2.52
O-216	F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C	1.74
O-221	O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C	1.89
O-224	S1c2c(N(CCN(C)C)C(=O)C(OC(=O)C)C1c1ccc(OC)cc1)cccc2	2.22
O-225	OC(=O)Cn1cc(cc1)C(=O)c1cc2c(cc1)cccc2	-0.23
O-227	OC(=O)Cn1cc(cc1)C(=O)c1ccc(cc1)C	-0.19
O-228	OC(=O)Cn1cc(cc1)C(=O)c1ccc(cc1)C(C)(C)C	0
O-229	O(C)c1ccc(cc1)C(=O)c1ccn(c1)CC(O)=O	-0.96
O-230	Clc1ccc(cc1)C(=O)c1ccn(c1)CC(O)=O	-0.29
O-231	FC(F)(F)c1ccc(cc1)C(=O)c1ccn(c1)CC(O)=O	-0.05
O-232	OC(=O)Cn1cc(cc1)C(=O)c1ccc([N+](=O)[O-])cc1	-0.72
O-234	Clc1cc(ccc1)C(=O)c1ccn(c1)CC(O)=O	-0.39
O-235	OC(=O)Cn1cc(c2c1cccc2)C(=O)c1ccccc1	-0.1
O-236	OC(=O)Cn1cc(cc1C(=O)c1ccccc1)C(=O)c1ccccc1	-0.51
O-237	O(C)c1ccc(cc1)C(=O)c1cc(n(c1)CC(O)=O)C(=O)c1ccccc1	0.12
O-238	O(C)c1ccc(cc1)C(=O)c1cc(n(c1)CC(O)=O)C(=O)c1ccc(OC)cc1	0.39
O-239	O(C)c1ccc(cc1)C(=O)c1n(ccc1)CC(O)=O	-0.87
O-24	O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1	0.63
O-240	s1c2c(nc1-c1ccn(c1)CC(O)=O)cccc2	-0.35
O-241	OC(=O)Cc1[nH]c(cc1)C(=O)c1ccccc1	-0.67
O-242	OC(=O)Cn1cc(cc1)C(=O)c1ccccc1	-0.85
O-267	O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C=O	0.45
O-268	OC(CO)CO	-1.9
O-27	O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2	1.54
O-270	O1C2C34C(C(N(CC3)C)Cc3c4c1c(O)cc3)C=CC2O	-0.44
O-277	S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1	2.22
O-289	S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1	-2.56
O-29	O=C1N(N(C)C(=C1)C)c1ccccc1	0.4
O-298	Clc1cccc(Cl)c1Nc1ccccc1CC(O)=O	1.3
O-3	Clc1cccc(Cl)c1\C=N\NC(N)=N	1.4
O-303	O(C[C@H](O)CNC(C)C)c1ccccc1CC=C	0.86
O-306	OC(=O)c1ccccc1N	-1.31
O-308	O1[C@@H](CC)[C@](O)(C)[C@H](O)[C@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@](O)(C)[C@H](O[C@H]2O[C@@H](C[C@@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@H](C)C1=O)C	1.92
O-310	S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1	-0.6
O-314	n1cc(ccc1)[C@@H]1N(CCC1)C	0.45
O-316	Clc1cc(ccc1)C(=O)[C@@H](NC(C)(C)C)C	2.61
O-318	Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N	0.41
O-322	F[C@@]12[C@H]([C@@H]3C[C@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C	2.1
O-325	O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC=C	1.09
O-33	O=C1NC(=N)N(C1)C	-2
O-334	S(Cc1oc(cc1)CN(C)C)CCN\C(\NC)=C\[N+](=O)[O-]	-0.53
O-344	OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1	-0.29
O-347	Clc1ccc(cc1)-c1c(nc(nc1N)N)CC	2.44
O-350	Clc1cc\2c(Sc3c(cccc3)/C/2=C/CCN(C)C)cc1	3.71
O-352	O(Cc1ccccc1)C(=O)NC[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C	3.5
O-354	s1cccc1CC(=O)N[C@@]1(OC)[C@H]2SCC(COC(=O)N)=C(N2C1=O)C(O)=O	-0.6
O-361	OC(=O)c1cc(N)ccc1	-2.38
O-365	O=C1C=C2CC[C@H]3[C@H]([C@@]2(C=C1)C)C(=O)C[C@]1([C@@H]3CC[C@]1(O)C(=O)CO)C	1.44
O-367	O(C)c1cc(ccc1OC)Cc1nccc2c1cc(OC)c(OC)c2	2.89
O-37	O=C1NC(=O)NC1(c1ccccc1)c1ccccc1	2.34
O-374	S(=O)(=O)(Nc1ccc(cc1)[C@H](O)CNC(C)C)C	-1.19
O-377	Brc1cc2c(nc1)cccc2	2.91
O-379	Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C	3.45
O-38	S1SCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(C1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N	-1.95
O-381	O(C(=O)c1ccccc1)[C@H]1C[C@H]2N([C@H](CC2)[C@H]1C(OC)=O)C	1.07
O-383	Clc1ccc(cc1)[C@H](N1CCN(CC1)CCOCCO)c1ccccc1	3.13
O-385	s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C	0.12
O-391	S1(=O)(=O)NC(=O)c2c1cccc2	-1
O-396	Clc1ccccc1C1=NCC(=O)Nc2c1cc([N+](=O)[O-])cc2	2.45
O-398	Clc1ccccc1C1=NC(O)C(=O)Nc2c1cc(Cl)cc2	2.39
O-4	S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1	-1
O-402	Fc1cc2c3[NH+]([C@@H](CCc3c1)C)[CH-]C(C(O)=O)=C2[O-]	0.65
O-404	Clc1cc2c(NC(=O)CN=C2c2ccccc2)cc1	3.01
O-409	OC(=O)c1ccc(N)cc1	-1.77
O-412	O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)C(=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C/O[C@]1(C)C3=O)C)\C(=C/NN1CCN(CC1)C)\C4=O	0.98
O-414	F[C@H]1C2=CC(=O)C=CC2([C@H]2[C@@H]([C@H]3C[C@H](C)[C@@H](C(=O)CO)[C@@]3(C[C@H]2O)C)C1)C	2.1
O-418	OC(=O)[C@H](NC(=O)[C@H](N)Cc1ccccc1)Cc1ccccc1	-0.98
O-426	FC1=CC2=C([O-])C(=C[NH+]3[C@@H](COC(=C1N1CCN(CC1)C)[C-]23)C)C(O)=O	-0.34
O-43	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	-3.1
O-432	O(C[C@H](O)CNC(C)C)c1c2c(ccc1)cccc2	1.41
O-434	Clc1cc(O)ccc1	2.56
O-437	Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1	0.37
O-440	OC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)Cc1ccccc1	-0.5
O-448	Clc1ccc(cc1S(=O)(=O)N)C1(O)NC(=O)c2c1cccc2	0.78
O-452	S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1	-1.85
O-456	NC(=N)N1CCc2c(C1)cccc2	-0.87
O-461	O=C1Nc2c(cc([N+](=O)[O-])cc2)C(=NC1)c1ccccc1	2.38
O-464	OC[C@@H](NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)CC	2.13
O-466	O(C[C@H](O)CNC(C)(C)C)c1ccccc1C1CCCC1	2.06
O-468	O[C@H]([C@@H](NC)C)c1ccccc1	-0.77
O-471	O=C1N(C)C(=O)N(c2ncn(c12)C[C@@H](O)C)C	-0.07
O-475	O(C)c1cc2c(nccc2[C@H](O)[C@@H]2N3C[C@@H]([C@H](C2)CC3)C=C)cc1	2.41
O-479	Oc1c(CO)c(cnc1C)CO	-0.51
O-483	s1cccc1C(=O)c1ccc(cc1)C(C(O)=O)C	-0.3
O-485	N([C@@H](Cc1ccccc1)C)(CC#C)C	2.49
O-490	S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1	0.68
O-492	Fc1ccc(cc1)C[C@H](N(CC#C)C)C	2.7
O-494	S(=O)(=O)(Nc1onc(C)c1C)c1ccc(N)cc1	-0.56
O-499	OC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)Cc1c2c([nH]c1)cccc2	-0.4
O-5	S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O	-0.11
O-507	O(CCNC[C@H](O)COc1c2c3c([nH]c2ccc1)cccc3)c1ccccc1OC	3.53
O-509	Fc1cc2c(N(C=C(C(O)=O)C2=O)CC)cc1N1CCNCC1	-0.5
O-51	OC(=O)c1ccccc1	-1.25
O-511	O=C1C=C2CC[C@@H]3[C@@H]([C@@]2(C=C1)C)[C@H](O)C[C@@]1([C@@H]3CC[C@]1(O)C(=O)CO)C	1.83
O-521	Brc1[nH]c2c3c1C[C@@H]1N(C[C@@H](C=C1c3ccc2)C(=O)N[C@@]1(O[C@]2(O)N([C@H](CC(C)C)C(=O)N3[C@H]2CCC3)C1=O)C(C)C)C	4.2
O-524	O(C(=O)c1ccc(N)cc1)CC	1.9
O-53	O=C1NC(=O)NC(=O)C1(C)c1ccccc1	1.51
O-531	O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CC	3.5
O-541	O=C(NCCN(CC)CC)c1ccc(N)cc1	-0.36
O-543	O1[C@H]2[C@@]34[C@@H]([C@@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@H]2O	-0.06
O-545	O(C[C@H](O)CNC(C)C)c1c2c3c([nH]c2ccc1)cccc3	1.58
O-555	Oc1ccc(cc1C(=O)N)[C@H](O)CN[C@@H](CCc1ccccc1)C	1.08
O-556	Fc1cc(ccc1-c1ccccc1)[C@@H](C(O)=O)C	0.91
O-557	O1[C@H](CC)[C@](O)(C)[C@@H](O)[C@@H](C)C(=O)[C@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@@H](N(C)C)[C@H]2O)C)[C@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@@H](C)C1=O)C	1.14
O-559	Fc1cc(F)ccc1[NH+]1c2nc(N3C[C@@H]4[C@H](C3)C4N)c(F)cc2C([O-])=C(C(O)=O)[CH-]1	0.25
O-56	O=C1C[C@@H](O)[C@@H](\C=C/[C@H](O)CCCCC)[C@@H]1C\C=C/CCCC(O)=O	0.41
O-560	OC[C@H](NC(=O)[C@@H]1C=C2[C@@H](N(C1)C)Cc1c3c2cccc3[nH]c1)C	1.54
O-562	Clc1ccc(cc1)C(=O)n1c2c(cc(OC)cc2)c(CC(O)=O)c1C	0.68
O-563	n1c2c(CCCC2)c(N)c2c1cccc2	0.34
O-566	S(=O)(=O)(N(CCC)CCC)c1ccc(cc1)C(O)=O	-0.23
O-567	OC(=O)[C@H](C)c1cc(ccc1)C(=O)c1ccccc1	-0.11
O-569	Fc1ccc(cc1)-c1c2c(n(C(C)C)c1\C=C\[C@H](O)C[C@@H](O)CC(O)=O)cccc2	1.14
O-57	O=C1C[C@@H](O)[C@@H](\C=C/[C@H](O)CCCCC)[C@@H]1CCCCCCC(O)=O	0.78
O-576	O(C)c1cc(N[C@@H](CCCN)C)c2ncccc2c1	1.17
O-579	N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C	2.8
O-583	OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC	-3.62
O-584	O1[C@@H](CC)[C@](O)(C)[C@H](O)[C@@H](N(C[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C2)C)[C@@H](C)C1=O)C)C)C	0.33
O-585	Fc1cc2c([NH+](C3CC3)[CH-]C(C(O)=O)=C2[O-])cc1N1CCNCC1	-1.12
O-586	S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1	0.08
O-587	Oc1cc2CC[C@H]3[C@H]4CC[C@](O)(C#C)[C@@]4(CC[C@@H]3c2cc1)C	3.42
O-588	O(CCN(C)C)c1ccc(cc1)\C(=C(/CC)\c1ccccc1)\c1ccccc1	4.15
O-59	O1C(CCC1n1c2N=CNC(=O)c2nc1)CO	-0.54
O-592	n1c(N)c(\N=N\c2ccccc2)ccc1N	3.31
O-593	OC(=O)C	-2.88
O-62	O1C(C=CC1N1C=C(C)C(=O)NC1=O)CO	-0.72
O-63	O1[C@](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(CO)[C@@H](O)[C@H](O)[C@H]1CO	-3.34
O-64	O1C(CO)C([N-][N+]#N)CC1N1C=C(C)C(=O)NC1=O	-0.58
O-65	O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1	1.81
O-67	O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)CCC2=C1)C	3.48
O-73	Clc1cc(NCc2occc2)c(cc1S(=O)(=O)N)C(O)=O	-0.9
O-75	O(C)c1cc2c(cc(cc2)[C@@H](C(O)=O)C)cc1	0.3
O-8	OC(=O)CC1(CCCCC1)CN	-2
O-84	OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1	0.1
O-85	Fc1ccc(cc1)-c1c2c(n(C(C)C)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)cccc2	1.4
O-88	O(CC(O)CNC(C)C)c1ccccc1CC=C	1
O-9	O1CCC[C@H]1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1	1.14
O-94	O1c2c(C=CC1=O)cccc2	1.415
O-97	Clc1cccc(Cl)c1C=NN=C(N)N	1.67
O-98	OC1(CCC2C3C(C4(C(=CC(=O)CC4)CC3)C)C(O)CC12C)C(=O)CO	1.53
