logP,Temperature,smiles
-1.11,,C=C(C)C(N)=O
0.93,,C=C(C)C(=O)O
0.92,,O=C(O)C(Cl)Cl
0.93,,CC(C)[N+](=O)[O-]
-0.9,,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12
1.37,,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(=O)C12F
3.32,,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
0.97,,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
0.58,,Cc1ccc(S(=O)(=O)N(C)N=O)cc1
-0.14,,NNS(=O)(=O)c1ccccc1
3.96,,CC(=O)OC(C)(C)C1CC=C(C)CC1
0.32,,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1
1.81,,CCOS(=O)(=O)c1ccc(C)cc1
5.5,,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
4.83,25.0,CC1=CCC2CC1C2(C)C
1.42,,CCC(Br)C(=O)O
-2.54,,CCC(N)C(=O)O
1.38,,C=C(C)C(=O)OC
0.41,,CN(C)C(=N)N(C)C
-0.97,,Nc1c(S(=O)(=O)O)ccc2ccccc12
0.91,,O=C1NS(=O)(=O)c2ccccc21
-1.7,,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
4.6,,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C
-1.16,,Nc1ccc2ccccc2c1S(=O)(=O)O
2.95,,Cc1cccc(C)c1[N+](=O)[O-]
2.02,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
2.7,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
3.27,,OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1
4.81,,O=C1c2ccccc2-c2cccc3cccc1c23
2.23,,O=C(O)C1c2ccccc2Oc2ccccc21
4.1,,C=Nc1cccc2c(O)c3ccccc3c(O)c12
3.74,,Nc1cccc2c1C(=O)c1ccccc1C2=O
4.27,,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
4.64,,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
1.95,,O=C1C(=O)c2cccc3cccc1c23
4.64,,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
2.9,,O=C1c2ccccc2C(=O)C1c1ccccc1
0.06,,Oc1ccc(O)n1-c1ccccc1
3.92,,c1cc2c3c(cccc3c1)CC2
2.86,,Cc1cccc(C(=O)O)c1O
2.83,,Cc1cccc([N+](=O)[O-])c1C
3.09,,Cc1c(Cl)cccc1[N+](=O)[O-]
3.5,,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
3.08,,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
0.44,,Cn1ccc(=O)c2ccccc21
1.94,,Oc1cccc2c(O)cccc12
-0.78,,Cn1cnc2c1c(=O)[nH]c(=O)n2C
1.38,,O=C1CC(=O)c2ccccc2C1=O
4.1,,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
-1.46,,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
3.77,,Cc1ccccc1C(OCCN(C)C)c1ccccc1
6.46,,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21
4.44,,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
2.52,,O=C1C(=O)c2ccccc2-c2ccccc21
4.37,,C=Cc1ccc2c(O)c3ccccc3c(O)c2c1
3.39,,O=C1c2ccccc2C(=O)c2ccccc21
2.42,,CCOC(=O)c1ccccc1C(=O)OCC
4.11,,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
4.5,,CCCCOC(=O)c1ccccc1C(=O)OCCCC
6.82,,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
9.05,,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC
-0.44,,O=S(=O)(O)c1ccc(O)c2ccccc12
4.71,,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
4.0,,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
4.46,,c1ccc2c(c1)ccc1ccccc12
3.43,,c1ccc2c(c1)ccc1ncccc12
3.2,,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
1.15,,O=C1NC(=O)c2ccccc21
1.6,,O=C1OC(=O)c2ccccc21
1.78,,COc1c(N)cccc1[N+](=O)[O-]
4.73,,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
4.4,,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
1.87,,COc1cc([N+](=O)[O-])c2ncccc2c1
4.49,,CCn1c2ccccc2c2ccccc21
3.13,,O=NN(c1ccccc1)c1ccccc1
1.05,,CCn1c(O)c(-c2ccccc2)[nH]c1=O
2.75,25.0,COP(=S)(OC)SCn1nnc2ccccc2c1=O
1.0,,NN=c1[nH]ncc2ccccc12
3.1,,O=C(O)c1cccc2ccccc12
3.46,,CN(C)c1cccc2ccccc12
3.19,,O=[N+]([O-])c1cccc2ccccc12
4.18,,c1ccc2c(c1)Cc1ccccc1-2
1.39,,COc1cc(C=O)cc(OC)c1OC
2.24,,O=C(O)Cc1cccc2ccccc12
1.65,,NC(=S)Nc1cccc2ccccc12
0.77,,O=c1[nH]c(=O)c2ccccc2[nH]1
3.57,,Clc1ccc2c(Cl)ccnc2c1
2.09,,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
3.27,,O=C(Nc1ccccc1)c1ccccc1O
2.57,,CCOC(=O)c1ccccc1N
1.31,,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
4.11,,COc1c(Cl)cc(Cl)cc1Cl
0.8,,O=C1OCc2ccccc21
1.41,,O=C(O)Cc1c[nH]c2ccccc12
4.05,,Clc1cccc(Cl)c1Cl
1.84,,Cc1cccc(C)c1N
2.8,,Cc1cccc(Cl)c1O
2.75,,Oc1c(Cl)cccc1Cl
4.78,,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
6.07,,Brc1c(Br)c(Br)c(Br)c(Br)c1Br
4.72,,ClC1C(Br)C(Br)C(Br)C(Br)C1Br
5.11,,Cc1c(C)c(C)c(C)c(C)c1C
5.12,,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-0.29,,CCOC(=O)C(=O)C(O)C(O)OCC
3.27,,Cc1cc(O)cc(C)c1Cl
3.69,,Oc1c(Cl)cc(Cl)cc1Cl
1.68,,CCC(CC)C(=O)O
0.37,,C=CN1CCCC1=O
1.5,,O=C(O)c1ccsc1
0.64,,O=C(O)c1ccco1
1.25,,CC(=O)c1cccs1
3.53,,FC(F)(F)c1ccccc1Cl
2.41,,Nc1ccccc1C(F)(F)F
3.31,,CC(C)(C)c1ccccc1O
0.84,,Cc1ccccc1S(N)(=O)=O
-4.65,,Nc1ccc(S(=O)(=O)O)c(N)c1
2.2,,O=C(O)c1ccccc1Br
2.4,,O=C(O)c1ccccc1I
0.35,,NC(=O)c1ccccc1N
2.88,,CC(C)c1ccccc1O
2.3,,Cc1ccccc1[N+](=O)[O-]
2.24,,O=[N+]([O-])c1ccccc1Cl
1.85,,Nc1ccccc1[N+](=O)[O-]
1.79,,O=[N+]([O-])c1ccccc1O
3.56,,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
1.33,,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
-1.73,,NC(=O)c1ccccc1C(N)=O
0.73,,O=C(O)c1ccccc1C(=O)O
0.46,,O=c1[nH]c(O)c(-c2ccccc2)[nH]1
1.88,,CC(=O)Nc1ccccc1C(=O)O
3.23,,O=C(O)c1cc(Br)ccc1O
2.78,,Cc1ccc(O)c(C(=O)O)c1
3.05,,Cc1ccc(Cl)cc1[N+](=O)[O-]
3.09,,O=[N+]([O-])c1cc(Cl)ccc1Cl
2.72,,Nc1ccc(Cl)cc1[N+](=O)[O-]
2.46,,O=[N+]([O-])c1cc(Cl)ccc1O
3.92,,Cc1cc(O)c(C(C)C)cc1Cl
3.48,,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl
2.75,,COC(=O)c1ccccc1C
3.27,,CCC(C)c1ccccc1O
3.4,,CC1CCC(C(C)C)C(O)C1
2.85,,CC1=CC(=O)C(C(C)C)CC1
3.08,,CC(C)=C1CCC(C)CC1=O
3.3,,Cc1ccc(C(C)C)c(O)c1
1.63,,O=C(O)c1ccc(O)cc1O
2.33,,O=Cc1ccccc1Cl
2.47,,CCc1ccccc1O
0.73,,OCc1ccccc1O
1.81,,O=Cc1ccccc1O
1.51,,Oc1ccccc1[Hg]Cl
1.18,,COc1ccccc1N
1.32,,COc1ccccc1O
3.87,,Cc1cccc2ccccc12
4.0,25.0,Clc1cccc2ccccc12
2.85,,Oc1cccc2ccccc12
0.83,,O=c1[nH]nnc2ccccc12
4.2,,c1ccc(Nc2cccc3ccccc23)cc1
1.9,,Cc1cc(=O)oc2cc(O)ccc12
2.84,,Nc1ccccc1-c1ccccc1
3.09,,Oc1ccccc1-c1ccccc1
3.66,,O=C1c2ccccc2Cc2ccccc21
2.74,,N=c1c2ccccc2[nH]c2ccccc12
3.39,,O=c1c2ccccc2oc2ccccc12
0.62,,O=C(O)C(O)c1ccccc1
0.89,,CNC(C)C(O)c1ccccc1
3.87,,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
2.67,,OC(c1ccccc1)c1ccccc1
1.88,,O=C(c1ccccc1)c1ccccn1
1.15,,COc1cccc(OC)c1O
0.99,,N#Cc1ccccc1C#N
1.6,,COc1ccccc1OC
-0.58,,c1cnc2ncncc2n1
1.32,,c1ccc2nccnc2c1
3.3,,c1ccc2ccccc2c1
2.03,,c1ccc2ncccc2c1
1.73,,COc1ccccc1[N+](=O)[O-]
1.73,,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
4.36,,O=C(O)c1ccccc1Nc1ccccc1
3.79,,Cc1ccc(C(C)C)c(OCCN(C)C)c1
3.05,,Cc1[nH]c2ccccc2c1C
0.83,,O=C1Nc2ccccc2C1=O
3.86,,Cc1ccc2ccccc2c1
3.9,,Clc1ccc2ccccc2c1
2.28,,Nc1ccc2ccccc2c1
2.57,,Cc1ccc2ncccc2c1
2.59,,Cc1ccc2ccccc2n1
1.39,,O=c1ccc2ccccc2o1
3.31,,CCN(CC)c1ccccc1
1.36,,N=c1nc(-c2ccccc2)[nH]c(=N)[nH]1
2.87,,CN(C)CCN(Cc1cccs1)c1ccccn1
3.27,,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
3.51,,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
1.75,,CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C
0.12,,CCC1C(=O)OCC1Cc1cncn1C
5.76,,c1ccc2cc3cc4ccccc4cc3cc2c1
0.89,,O=C1CCN(c2ccccc2)N1
2.24,,Oc1cc2ccccc2cc1O
2.1,,CCN(CCO)c1ccccc1
3.98,,c1ccc(-c2ccccc2)cc1
1.36,,c1ccc(N2CCOCC2)cc1
1.1,,c1ccc(N2CCNCC2)cc1
1.06,,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1
1.83,,Nc1ccc2cc3ccc(N)cc3nc2c1
4.96,,Brc1ccc(-c2ccccc2)cc1
2.86,,Nc1ccc(-c2ccccc2)cc1
3.2,,Oc1ccc(-c2ccccc2)cc1
3.05,,O=C(O)c1cc2ccccc2cc1O
4.67,,c1ccc(-c2cnc(-c3ccccc3)o2)cc1
2.84,,c1ccc2nc3ccccc3nc2c1
4.23,,c1ccc2c(c1)Cc1ccccc1O2
4.15,,c1ccc2c(c1)Nc1ccccc1S2
4.47,,c1ccc2c(c1)Sc1ccccc1S2
5.72,,Brc1ccc(-c2ccc(Br)cc2)cc1
1.34,,Nc1ccc(-c2ccc(N)cc2)cc1
3.75,,O=C(O)c1ccc(-c2ccccc2)cc1
3.82,,O=[N+]([O-])c1ccc(-c2ccccc2)cc1
6.03,,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
1.91,,COc1ccc(OC)c(C=O)c1
3.47,,COc1ccc2ccccc2c1
1.61,,COc1ccc(C(=O)O)cc1OC
3.28,,O=C(O)c1ccc2ccccc2c1
1.39,,COc1ccccc1OCC(O)CO
0.67,,COc1ccccc1NC(C)=O
2.19,,CCC(=O)c1ccccc1
2.12,,COC(=O)c1ccccc1
0.83,,COC(=O)c1cccnc1
1.09,,CN(C=O)c1ccccc1
3.13,,Cc1cc(Cl)ccc1OC(C)C(=O)O
3.8,,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
3.31,,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
4.81,,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl
2.28,,CNCC(C)c1ccccc1
2.64,,CCOC(=O)c1ccccc1
2.26,,O=C(OC(=O)c1ccccc1)c1ccccc1
2.62,,O=C(Nc1ccccc1)c1ccccc1
3.59,,O=C(Oc1ccccc1)c1ccccc1
1.87,,CCOC(=O)CC(=O)c1ccccc1
-0.45,,CNCC(O)c1ccc(O)cc1
1.86,,CCOC(=O)c1ccc(N)cc1
2.43,,CCCOC(=O)c1ccc(N)cc1
3.04,,CCCOC(=O)c1ccc(O)cc1
3.56,,O=C(OCc1ccccc1)c1ccc(O)cc1
1.01,,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1
2.27,,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
3.51,,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
2.87,,CCCCOC(=O)c1ccc(N)cc1
3.57,,CCCCOC(=O)c1ccc(O)cc1
1.12,,O=C(OCCO)c1ccccc1
3.46,,O=C(OOC(=O)c1ccccc1)c1ccccc1
3.08,,O=C(C=Cc1ccccc1)c1ccccc1
2.4,,O=C(OCc1ccccc1)c1cccnc1
4.15,,CC(C)CCOC(=O)c1ccccc1
4.01,,O=C(OCCc1ccccc1)c1ccccc1
1.68,,CCOc1ccccc1O
3.25,,Cc1cc(Cl)ccc1OCC(=O)O
2.81,,O=C(O)COc1ccc(Cl)cc1Cl
3.53,,O=C(O)CCCOc1ccc(Cl)cc1Cl
3.82,,ClCc1ccc(Cl)cc1Cl
2.92,,C1=Cc2ccccc2C1
3.12,,c1ccc2sccc2c1
2.01,,c1ccc2scnc2c1
4.67,,CC(C)(C)NSc1nc2ccccc2s1
3.12,,Cc1ccccc1C
1.95,,Cc1ccccc1O
3.42,,Cc1ccccc1Cl
3.43,,Clc1ccccc1Cl
1.9,,Nc1ccccc1Cl
1.32,,Cc1ccccc1N
0.15,,Nc1ccccc1N
0.62,,Nc1ccccc1O
2.35,,Oc1ccccc1Br
2.15,,Oc1ccccc1Cl
1.58,,NC1CC1c1ccccc1
3.63,,Cc1ccc(C)c(C)c1
1.84,,Cc1ccc(N)cc1C
2.23,,Cc1ccc(O)cc1C
1.68,,Cc1ccc(N)c(C)c1
0.91,,Cc1cc(O)ccc1O
3.86,,Cc1ccc(C)c(Cl)c1
4.24,,Cc1ccc(Cl)cc1Cl
3.95,,Cc1ccc(Cl)c(Cl)c1
2.69,,Nc1ccc(Cl)c(Cl)c1
3.33,,Oc1ccc(Cl)c(Cl)c1
1.83,,Cc1ccc(C)c(N)c1
0.14,,Cc1ccc(N)cc1N
2.75,,Nc1cc(Cl)ccc1Cl
1.28,,Nc1ccc(Cl)cc1N
1.16,,Cc1ccc(O)c(N)c1
1.81,,Nc1cc(Cl)ccc1O
2.33,,Cc1ccc(C)c(O)c1
1.8,,Oc1ccc(Cl)c(O)c1
1.5,,Cc1cnc(C)c(Cl)n1
0.56,,CCOC(=O)C(=O)OCC
4.0,,Cc1cc(C)c(C)cc1C
4.64,,Clc1cc(Cl)c(Cl)cc1Cl
3.72,,Oc1cc(Cl)c(Cl)cc1Cl
1.61,,c1ccc(C2CO2)cc1
2.96,,ClCC(Br)CBr
3.6,,CCC(C)CC
2.27,,ClCC(Cl)CCl
0.99,,CCC(=O)CC
0.63,,CCC(C)=NO
-0.49,,CNC(=O)NC
0.8,,C=CC(=O)OC
3.37,,CC1CCCC1
2.54,,Clc1cccs1
-0.66,,S=C1NCCN1
-0.64,,O=C1CCCO1
0.38,,N=c1[nH]ccs1
1.21,,Cn1cccc1
1.78,,CC(OP(C)(=O)F)C(C)(C)C
5.19,,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
1.95,,Cc1cccc(C)c1NC(=O)C1CCCCN1C
0.93,,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
1.94,,COc1ccc(N)c([N+](=O)[O-])c1
2.34,,O=C(O)c1cc([N+](=O)[O-])ccc1O
2.17,,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
0.66,,NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
5.14,,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl
4.26,,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
-1.05,,COc1cc(C(O)CN)ccc1O
2.27,,C=CCc1ccc(O)c(OC)c1
3.04,,CC=Cc1ccc(O)c(OC)c1
1.8,,CCCC(C)C(=O)O
1.94,,C=C(C)C(=O)OCC
3.88,,CCN(CC)C(=S)SSC(=S)N(CC)CC
2.66,,C=C(C)C(=O)OCC(C)C
2.88,,C=C(C)C(=O)OCCCC
0.28,,OCc1ccco1
0.41,,O=Cc1ccco1
1.02,,O=Cc1cccs1
0.06,,O=[As](O)(O)c1ccccc1
4.11,,CC(C)(C)c1ccccc1
3.01,,FC(F)(F)c1ccccc1
0.31,,NS(=O)(=O)c1ccccc1
2.29,,Nc1cccc(C(F)(F)F)c1
2.95,,Oc1cccc(C(F)(F)F)c1
-0.38,,Nc1cccc(S(N)(=O)=O)c1
2.62,,O=[N+]([O-])c1cccc(C(F)(F)F)c1
5.17,,Cc1ccc(C(C)(C)C)cc1
3.23,,CC(C)(C)C1CCC(O)CC1
3.31,,CC(C)(C)c1ccc(O)cc1
2.98,,CC1=CCC(C(C)(C)O)CC1
1.06,,CS(=O)(=O)c1ccc(Cl)cc1
1.15,,NS(=O)(=O)c1ccc(Cl)cc1
3.85,,CC(C)(C)c1ccc(C(=O)O)cc1
1.58,,OB(O)c1ccccc1
3.66,,CC(C)c1ccccc1
3.48,,C=C(C)c1ccccc1
1.58,,CC(=O)c1ccccc1
1.96,,O=C(O)C1CCCCC1
-0.37,,NC(=O)c1cccnc1
1.85,,O=[N+]([O-])c1ccccc1
-0.6,,NC(=O)c1cnccn1
0.72,,O=C(O)c1ccccn1
2.51,,CC(=O)c1cccc(Cl)c1
0.83,,CC(=O)c1cccc(N)c1
2.37,,Cc1cccc(C(=O)O)c1
0.65,,Nc1cccc(C(=O)O)c1
1.5,,O=C(O)c1cccc(O)c1
1.56,,CN(C)c1cccc(O)c1
2.45,,Cc1cccc([N+](=O)[O-])c1
1.37,,Nc1cccc([N+](=O)[O-])c1
0.86,,O=C(O)c1cc(O)cc(O)c1
0.86,,COC(=O)c1cc(O)c(O)c(O)c1
3.57,,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1
2.8,,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
1.55,,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
1.18,,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
2.77,,COC(=O)c1cccc(C)c1
3.12,,C=C(C)C1CC=C(C)C(O)C1
0.86,,O=C(O)c1ccc(O)c(O)c1
2.91,,Cc1ccc([N+](=O)[O-])cc1C
3.12,,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
1.87,,Cc1ccc([N+](=O)[O-])cc1N
0.88,,Nc1ccc([N+](=O)[O-])cc1N
1.26,,Nc1cc([N+](=O)[O-])ccc1O
1.47,,COc1ccc([N+](=O)[O-])cc1N
2.03,,O=C(O)c1ccc([N+](=O)[O-])cc1Cl
1.47,,O=Cc1cccc([N+](=O)[O-])c1
1.49,,O=[N+]([O-])c1cccc([N+](=O)[O-])c1
2.75,,CCCC(CCC)C(=O)O
3.08,,CCC(C)c1ccc(O)cc1
2.7,,COC(=O)c1ccc(C)cc1
1.96,,COC(=O)c1ccc(O)cc1
2.33,,CCOC(=O)c1ccc([N+](=O)[O-])cc1
5.56,,CC1CCC(C(C)C)CC1
4.5,,CC1=CCC(C(C)C)=CC1
4.25,,CC1=CC=C(C(C)C)CC1
4.1,25.0,Cc1ccc(C(C)C)cc1
2.49,,CC(C)c1ccc(N)cc1
2.9,,CC(C)c1ccc(O)cc1
2.43,,CC(=O)c1ccc(Br)cc1
2.32,,CC(=O)c1ccc(Cl)cc1
0.83,,CC(=O)c1ccc(N)cc1
1.35,,CC(=O)c1ccc(O)cc1
2.27,,Cc1ccc(C(=O)O)cc1
1.58,,O=C(O)c1ccc(O)cc1
2.81,,Cc1ccc(N(C)C)cc1
2.37,,Cc1ccc([N+](=O)[O-])cc1
2.39,,O=[N+]([O-])c1ccc(Cl)cc1
1.39,,Nc1ccc([N+](=O)[O-])cc1
1.91,,O=[N+]([O-])c1ccc(O)cc1
1.74,,COc1ccc(C(C)=O)cc1
1.96,,COc1ccc(C(=O)O)cc1
1.81,,CN(C)c1ccc(C=O)cc1
3.03,,CCc1ccc([N+](=O)[O-])cc1
2.04,,CNc1ccc([N+](=O)[O-])cc1
1.41,,NNc1ccc([N+](=O)[O-])cc1
2.03,,COc1ccc([N+](=O)[O-])cc1
1.53,,CC(=O)c1ccc([N+](=O)[O-])cc1
2.0,,O=C(O)c1ccc(C(=O)O)cc1
2.27,,CN(C)c1ccc([N+](=O)[O-])cc1
1.46,,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
1.12,,O=[N+]([O-])c1ccc(CCO)cc1
2.53,,CCOc1ccc([N+](=O)[O-])cc1
0.21,,CCN(CC)CCN
2.92,,BrCc1ccccc1
3.93,,C=CC1CC=CCC1
3.15,,CCc1ccccc1
2.95,,C=Cc1ccccc1
2.3,,ClCc1ccccc1
1.09,,NCc1ccccc1
1.56,,N#Cc1ccccc1
0.46,,N#Cc1ccncc1
1.1,,OCc1ccccc1
1.48,,O=Cc1ccccc1
0.36,25.0,N#Cc1cccnc1
-0.02,,OCc1cccnc1
1.78,,Cl[Hg]c1ccccc1
1.66,,CNc1ccccc1
1.25,,NNc1ccccc1
0.84,,ON=C1CCCCC1
0.79,,ONc1ccccc1
2.11,,COc1ccccc1
2.74,,CSc1ccccc1
1.54,,C=Cc1ccccn1
0.45,25.0,N#Cc1ccccn1
1.69,,CCc1ccccn1
0.36,,O=NN1CCCCC1
1.38,,C1CN2CCC1CC2
1.29,,O=Cc1cccc(O)c1
2.66,,COc1cccc(C)c1
3.88,,Clc1nc(=Nc2ccccc2Cl)nc(Cl)[nH]1
3.91,,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
3.51,,CC(C)OC(=O)Nc1cccc(Cl)c1
1.83,,COC(=O)Cc1ccccc1
0.98,,CN(C)C(=O)Nc1ccccc1
3.13,,C=C(C)C(=O)OC1CCCCC1
3.47,,Oc1ccc(Cc2ccccc2)cc1
1.59,,Nc1ccc(Cc2ccc(N)cc2)cc1
1.36,,Nc1ccc(Oc2ccc(N)cc2)cc1
4.14,,c1ccc(Cc2ccccc2)cc1
4.21,,c1ccc(Oc2ccccc2)cc1
2.28,,CCOC(=O)Cc1ccccc1
2.3,,CCOC(=O)Nc1ccccc1
1.6,,CC(=O)NC(=O)Nc1ccccc1
3.0,,O=C(Nc1ccccc1)Nc1ccccc1
3.28,,O=C(Oc1ccccc1)Oc1ccccc1
1.23,,CC(=O)Oc1cccc(O)c1
0.98,,O=C(O)Cc1ccc(O)c(O)c1
2.56,,CCOC(=O)C=Cc1ccc(O)c(O)c1
1.4,,O=CNc1cccc([N+](=O)[O-])c1
1.23,,COc1ccc(N)c(C)c1
1.2,,COc1ccc(OC)c(N)c1
2.79,,CCCN(CCC)CCC
2.59,,C=CCN(CC=C)CC=C
-1.0,,OCCN(CCO)CCO
0.25,,CC(=O)OCC(COC(C)=O)OC(C)=O
0.91,,NC(=O)CCc1ccccc1
2.11,,O=[N+]([O-])C=Cc1ccccc1
1.83,,CC(C)NCc1ccccc1
0.62,,O=C(O)CNc1ccccc1
0.13,,NC(=O)NNc1ccccc1
1.88,,O=C(O)CSc1ccccc1
2.32,,COC(=O)CCc1ccccc1
2.62,,COC(=O)C=Cc1ccccc1
4.79,,c1ccc(CCc2ccccc2)cc1
4.81,,C(=Cc1ccccc1)c1ccccc1
3.13,,c1ccc(CNc2ccccc2)cc1
3.82,,c1ccc(N=Nc2ccccc2)cc1
2.99,,CCOC(=O)C=Cc1ccccc1
3.26,,CC(C)CC(=O)OCc1ccccc1
2.3,,CC(=O)OCCc1ccccc1
2.1,,O=C(O)CSCc1ccccc1
2.67,,c1ccc(CNCc2ccccc2)cc1
3.31,,c1ccc(COCc2ccccc2)cc1
3.09,,BrCCc1ccccc1
3.69,,CCCc1ccccc1
1.52,,CNCc1ccccc1
2.16,,CCNc1ccccc1
1.15,,O=CNc1ccccc1
3.28,,S=C=Nc1ccccc1
2.51,,CCOc1ccccc1
0.12,25.0,OCCc1ccccn1
1.44,,CC(=O)Cc1ccccc1
0.45,,NC(=O)Cc1ccccc1
1.41,,O=C(O)Cc1ccccc1
1.98,,CN(C)Cc1ccccc1
1.16,,CC(=O)Nc1ccccc1
0.71,,NC(=S)Nc1ccccc1
2.29,,CC(=O)Nc1ccc(Br)cc1
1.7,,CC(=O)Nc1ccc(C)cc1
0.46,,CC(=O)Nc1ccc(O)cc1
1.42,,COc1ccc(CC(=O)O)cc1
1.39,,O=C(O)Cc1ccc([N+](=O)[O-])cc1
1.66,,CC(=O)Nc1ccc([N+](=O)[O-])cc1
0.1,,Nc1ccc(CCO)cc1
3.05,,CCCCc1ccc(N)cc1
-0.9,,NCC(O)c1ccc(O)cc1
2.45,,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
5.76,,CCCCCCCCCc1ccc(O)cc1
7.91,,CCCCCCCCCCCCc1ccc(O)cc1
1.7,,COc1ccc(CC#N)cc1
4.38,,CCCCc1ccccc1
3.55,,ClCCCc1ccccc1
1.95,,OCC=Cc1ccccc1
1.9,,O=CC=Cc1ccccc1
0.79,,OCCNCc1ccccc1
3.81,,c1ccc(OCCOc2ccccc2)cc1
7.35,,CCCCCCCCCCc1ccccc1
2.82,,CCCCC(CC)CN
3.18,,ClCc1ccc(Cl)cc1
1.46,,Cc1ccc(CN)cc1
2.1,,O=Cc1ccc(Cl)cc1
1.29,,O=Nc1ccc(O)cc1
3.05,,COc1ccc(Br)cc1
2.66,,COc1ccc(C)cc1
0.95,,COc1ccc(N)cc1
4.58,,CCc1ccc(CC)cc1
1.49,,O=Nc1ccc(NO)cc1
1.1,,COc1ccc(CO)cc1
-0.47,,COC(=O)CC#N
1.12,,CCOC(=O)CBr
1.21,,CCOC(=O)CC
0.94,,CCOC(=O)CCl
0.34,,CCOC(=O)NC
1.72,,CCC(C)OC(C)=O
0.96,,CCOC(=O)CC(=O)OCC
0.57,,CCNC(=S)NCC
0.84,,CCOC(C)OCC
1.21,,CCOC(=O)OCC
