,logP,Temperature,smiles
857,1.33,,O=C(O)C(Cl)(Cl)Cl
860,2.09,,O=N(=O)C(Cl)(Cl)Cl
865,3.16,,FC(F)(C(F)(Cl)Cl)Cl
866,2.82,,FC(F)(C(F)(F)Cl)Cl
868,2.0,,FC(F)(F)C(F)(F)F
873,2.38,,O=C(C(C(C1C2)(C)C)(C2)C)C1
876,2.53,,O=C1C=C2CCC3C4CC5OC(C)(C)OC5(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1
883,2.21,,COC(F)(F)C(Cl)Cl
886,0.83,,C1CC2(O)C(N(C)C5)Cc4ccc(O)c3c4C2(C5)C(O3)C1(=O)
888,2.38,,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
889,6.1,,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
895,1.19,,COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C
904,1.51,,O=C1NC(=O)NC(=O)C1(CC=C)C2C=CCC2
905,1.97,,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
906,2.1,,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
907,2.85,,O=C1NC(=S)NC(=O)C1(CC)C(C)CCC
908,0.97,,C(C)(C)C1(CC)C(=O)NC(=O)NC1(=O)
913,5.25,,c(cccc1)(c1)C(c(cccc2)c2)(c(cccc3)c3)Cl
914,3.68,,OC(c(cccc1)c1)(c(cccc2)c2)c(cccc3)c3
916,3.53,,O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
919,2.3,,O=C(O)C(O)(c(cccc1)c1)c(cccc2)c2
920,0.91,,c1ccccc1C2(C)C(=O)NC(=O)NC2=O
921,3.93,,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
922,1.15,,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O
925,0.24,,O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C
926,3.11,,CN2CCC13CCCCC1C2Cc4ccc(O)cc34
927,2.41,,O=C(OC(c1cccc2)(c(ccc(O)c3)c3)c(ccc(O)c4)c4)c12
928,4.69,,C1CCN(CC1)C2(CCCCC2)c3ccccc3
932,2.83,,CCC(=O)OC1(CCN(C)CC1C)c2ccccc2
933,1.9,,CCC1(CCC(=O)NC1=O)c2ccccc2
938,3.23,,O=C1NC(=S)NC(=O)C1(CC=C)C(C)CCC
939,1.73,,CCCCC1(CC)C(=O)NC(=O)NC1=O
940,2.46,,CCC1(CCCCCC)C(=O)NC(=O)NC1(=O)
941,1.5,,N1C(=S)NC(=O)C(CC)(CC)C1=O
942,0.85,,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
949,5.04,,C(=C(C(=C1Cl)Cl)Cl)(C1(Cl)Cl)Cl
957,3.12,,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
961,1.54,,O=C(NC(=O)C(Br)(CC)CC)N
963,0.38,,CCC1(C)CC(=O)NC1=O
964,-0.48,,O=C(NC(C1=O)(C)C)N1
973,0.38,,CCOP(=O)(C#N)N(C)C
981,-1.64,,O=C(O)C(O)(CC(=O)O)CC(=O)O
986,-1.48,,OCC(CC)(CO)CO
987,4.15,,CC[Pb](CC)(CC)CC
1003,1.73,,OC(C#C)(CCCC1)C1
1010,0.66,,O=P(OCC)(OCC)CC
1012,0.8,,O=P(OCC)(OCC)OCC
1018,5.7,25.0,O=P(SCCCC)(SCCCC)SCCCC
1019,3.75,,O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC
1023,1.7,,O=C(C=C(CC1(C)C)C)C1
1024,0.61,,C[Si](OCC)(OCC)C
1027,1.1,,N#CC(N=NC(C#N)(C)C)(C)C
1029,2.97,,OC(C=C)(CCC=C(C)C)C
1037,2.42,,C(C=C)(=C)C
1039,0.73,,NCC(C)C
1040,0.46,,N#CC(C)C
1041,0.76,,OCC(C)C
1044,2.33,,C(Cl)(CC)C
1045,1.98,,ClCC(Cl)C
1050,0.61,,OC(CC)C
1051,0.29,,O=C(CC)C
1054,-0.96,,OC(CN)C
1055,-0.94,,N#CC(O)C
1058,1.89,,ClCC(Cl)Cl
1059,2.42,,C(=CCl)(Cl)Cl
1063,-0.66,,O=C(N)CC
1064,-0.67,,O=C(N)C=C
1065,-0.53,,O=C(N)CCl
1066,0.41,,O=C(O)CBr
1067,0.33,,O=C(O)CC
1068,0.35,,O=C(O)C=C
1069,0.22,,O=C(O)CCl
1070,-1.11,,O=C(O)CO
1072,-1.05,,O=C(NC)C
1075,0.18,,O=C(OC)C
1078,0.18,,O=N(=O)CC
1081,3.42,,C(C(C)C)(C)C
1083,0.94,,O=C(O)C(C)C
1085,2.39,,C(C(Cl)Cl)(Cl)Cl
1090,-1.11,,O=C(N)C(=C)C
1092,0.93,,O=C(O)C(=C)C
1094,0.92,,O=C(O)C(Cl)Cl
1096,0.93,,O=N(=O)C(C)C
1103,-0.9,,O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4)C)C3=O)C2O)C1=O
1105,1.37,,CC12CC(=O)C3(F)C(CCC4=CC(=O)CCC43C)C2CCC1(O)C(=O)CO
1128,3.32,,Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1
1131,0.97,,O=S(=O)(c(ccc(N)c1)c1)c(ccc(N)c2)c2
1134,0.58,,O=S(=O)(N(N=O)C)c(ccc(c1)C)c1
1138,-0.14,,O=S(=O)(NN)c(cccc1)c1
1141,3.96,,O=C(OC(C(CCC(=C1)C)C1)(C)C)C
1147,0.32,,COc2ccc(NS(=O)(=O)c1ccc(N)cc1)nn2
1149,1.81,,O=S(=O)(OCC)c(ccc(c1)C)c1
1151,5.5,,O(OC(c(cccc1)c1)(C)C)C(c(cccc2)c2)(C)C
1160,4.83,25.0,C(C(CC1C2)C1(C)C)(=C2)C
1161,1.42,,O=C(O)C(Br)CC
1163,-2.54,,CCC(N)C(=O)O
1164,1.38,,O=C(OC)C(=C)C
1168,0.41,,N=C(N(C)C)N(C)C
1182,-0.97,,O=S(=O)(O)c(c(c(c(ccc1)c2)c1)N)c2
1183,0.91,,O=C(NS(=O)(=O)c1cccc2)c12
1185,-1.7,,O=S(=O)(O)c(c(ccc1N)C=Cc(c(S(=O)(=O)O)cc(N)c2)c2)c1
1187,4.6,,O=C(c(c(c(N(=O)=O)c(c1N(=O)=O)C(C)(C)C)C)c1C)C
1189,-1.16,,O=S(=O)(O)c(c(c(ccc1)cc2)c1)c2N
1190,2.95,,O=N(=O)c(c(ccc1)C)c1C
1194,2.02,,O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C
1210,2.7,,c1ccc2C(O)=C(C(c3ccccc3)CC(=O)C)C(=O)Oc2c1
1213,1.95,,CCN(CC)c4ccc3c(c1ccccc1C(O)=O)c2ccc(cc2oc3c4)=N(Cl)(CC)CC
1215,3.27,,c1cc(O)ccc1C(c2ccc(O)cc2)c3ccccc3CO
1220,4.81,,O=C(c(c(c(c1c(ccc2)cc3)c3)ccc4)c4)c12
1221,2.23,,c1ccc2Oc3ccccc3C(C(=O)O)c2c1
1233,4.1,,O=C(c(c(c(NC)cc1)C(=O)c2cccc3)c1)c23
1237,3.74,,O=C(c(c(c(N)cc1)C(=O)c2cccc3)c1)c23
1243,4.27,,O=C1c2ccccc2C(=O)C1C(=O)C(c3ccccc3)c4ccccc4
1244,4.64,,O=N(=O)c(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl
1249,1.95,,O=C(c(c(c(cc1)ccc2)c23)c1)C3=O
1257,4.64,,Clc(ccc1C(c(ccc2Cl)cc2)C(=O)O)cc1
1260,2.9,,c1ccc2C(=O)C(c3ccccc3)C(=O)c2c1
1263,0.06,,O=C1CCC(=O)N1c2ccccc2
1268,3.92,,c(c(ccc1)ccc2)(c1CC3)c23
1270,2.6,,c1ccc2c(C)cnc2c1
1272,2.86,,O=C(O)c(c(O)c(cc1)C)c1
1273,2.83,,O=N(=O)c(c(c(cc1)C)C)c1
1274,3.09,,O=N(=O)c(c(c(cc1)Cl)C)c1
1276,3.5,,O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C
1281,3.08,,O=C(CCC(C1C2(CCC3C4(C(C(CC3C2CC1)O)(CC(CC4)O))C)C)C)O
1283,0.44,,c1ccc2C(=O)C=CN(C)c2c1
1284,1.94,,Oc(c(c(c(O)cc1)cc2)c1)c2
1291,-0.78,,N1C(=O)N(C)c2ncn(C)c2C1(=O)
1292,1.38,,c1ccc2C(=O)C=C(O)C(=O)c2c1
1295,4.1,,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C
1300,-1.46,,Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1
1304,3.77,,CN(C)CCOC(c1ccccc1)c2ccccc2C
1305,6.46,,c1cc2Sc3ccc(Cl)cc3N(CCCN(CC)CC)c2cc1
1307,4.44,,c1ccc2Sc3ccc(Cl)cc3N(CCCN4CCC(C(=O)N)CC4)c2c1
1310,2.52,,O=C(c(c(c(c1ccc2)c2)ccc3)c3)C1=O
1325,4.37,,O=C(c(c(C(=O)c1cccc2)ccc3CC)c3)c12
1335,3.39,,O=C(c(c(C(=O)c1cccc2)ccc3)c3)c12
1336,2.42,,O=C(OCC)c(c(ccc1)C(=O)OCC)c1
1338,4.11,,O=C(OCC(C)C)c(c(ccc1)C(=O)OCC(C)C)c1
1340,4.5,,O=C(OCCCC)c(c(ccc1)C(=O)OCCCC)c1
1341,6.82,,O=C(OCCCCCC)c(c(ccc1)C(=O)OCCCCCC)c1
1343,9.05,,O=C(OCCCCCCCCCC)c(c(ccc1)C(=O)OCCCCCCCCCC)c1
1350,-0.44,,O=S(=O)(O)c(c(c(c(O)c1)ccc2)c2)c1
1354,4.71,,CC(CN(C)C)CN2c1ccccc1Sc3ccccc23
1355,4.0,,c1cc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2cc1
1358,4.46,,c(c(c(c(c1)ccc2)c2)ccc3)(c1)c3
1359,3.43,,c1ccc2c(c1)ccc3ncccc23
1363,-0.85,,CN1C(=O)N(C)c2nc(Cl)nc2C1(=O)
1371,3.2,,O=C(O)Cc(c(ccc1Cl)Cl)c1Cl
1374,1.15,,O=C(NC(=O)c1cccc2)c12
1377,1.6,,O=C(OC(=O)c1cccc2)c12
1378,1.78,,O=N(=O)c(c(OC)c(N)cc1)c1
1389,4.73,,O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2
1397,4.4,,CCCCOc2cc(C(=O)NCCN(CC)CC)c1ccccc1n2
1398,1.87,,COc1cc2cccnc2c(N(=O)=O)c1
1418,4.49,,N(c(c(c1cccc2)ccc3)c3)(c12)CC
1420,3.13,,O=NN(c(cccc1)c1)c(cccc2)c2
1422,1.05,,c1ccccc1C2C(=O)N(CC)C(=O)N2
1424,-1.78,,Cn2(Cl)c1cc(N)ccc1cc3ccc(N)cc23
1429,2.75,25.0,S=P(OC)(OC)SCN1N=Nc2ccccc2C1(=O)
1432,1.0,,NNc1nncc2ccccc12
1433,3.1,,O=C(O)c(c(c(ccc1)cc2)c1)c2
1434,3.46,,N(c(c(c(ccc1)cc2)c1)c2)(C)C
1435,3.19,,O=N(=O)c(c(c(ccc1)cc2)c1)c2
1441,4.18,,c(c(c(c1ccc2)c2)ccc3)(c3)C1
1442,3.72,,n(c(c(c1cccc2)ccc3)c3)c12
1447,1.39,,O=Cc(cc(OC)c(OC)c1OC)c1
1451,2.24,,O=C(O)Cc(c(c(ccc1)cc2)c1)c2
1452,1.65,,NC(=S)Nc(c(c(ccc1)cc2)c1)c2
1456,0.77,,c1ccc2C(=O)NC(=O)Nc2c1
1458,3.57,,n(c(c(c(c1)Cl)ccc2Cl)c2)c1
1462,2.09,,CC3(C)SC2C(NC(=O)COc1ccccc1)C(=O)N2C3C(O)=O
1467,3.27,,O=C(Nc(cccc1)c1)c(c(O)ccc2)c2
1473,2.57,,O=C(OCC)c(c(N)ccc1)c1
1478,1.31,,O=N(=O)OC(C(OCC1ON(=O)=O)C1O2)C2
1480,4.11,,c1c(Cl)c(OC)c(Cl)cc1Cl
1481,0.8,,O=C(OCc1cccc2)c12
1487,1.41,,O=C(O)CC(c(c(N1)ccc2)c2)=C1
1495,4.05,,c(c(c(cc1)Cl)Cl)(c1)Cl
1496,1.84,,Nc(c(ccc1)C)c1C
1498,2.8,,Oc1c(Cl)cccc1C
1499,2.75,,Oc(c(ccc1)Cl)c1Cl
1501,4.78,,C(=C(C(=C(Cl)Cl)Cl)Cl)(Cl)Cl
1509,6.07,,c(c(c(c(c1Br)Br)Br)Br)(c1Br)Br
1511,4.72,,BrC(C(C(Br)C(Br)C1Br)Cl)C1Br
1512,5.11,,c(c(c(c(c1C)C)C)C)(c1C)C
1513,5.12,,Oc(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl
1518,-0.29,,O=C(OCC)C(O)C(O)C(=O)OCC
1522,3.27,,Oc(cc(c(c1C)Cl)C)c1
1524,3.69,,Oc(c(cc(c1)Cl)Cl)c1Cl
1525,1.68,,O=C(O)C(CC)CC
1527,0.37,,O=C(N(C=C)CC1)C1
1528,1.5,,OC(=O)c1ccsc1
1529,0.64,,O=C(O)C(OC=C1)=C1
1530,1.25,,s1cccc1C(=O)C
1531,3.53,,FC(F)(F)c(c(ccc1)Cl)c1
1532,2.41,,FC(F)(F)c(c(N)ccc1)c1
1533,3.31,,Oc(c(ccc1)C(C)(C)C)c1
1534,0.84,,O=S(=O)(N)c(c(ccc1)C)c1
1550,-4.65,,O=S(=O)(O)c(c(N)cc(N)c1)c1
1552,2.2,,O=C(O)c(c(ccc1)Br)c1
1553,2.4,,O=C(O)c(c(ccc1)I)c1
1554,0.35,,O=C(N)c(c(N)ccc1)c1
1555,2.88,,Oc(c(ccc1)C(C)C)c1
1556,2.3,,O=N(=O)c(c(ccc1)C)c1
1557,2.24,,O=N(=O)c(c(ccc1)Cl)c1
1558,1.85,,O=N(=O)c(c(N)ccc1)c1
1559,1.79,,O=N(=O)c(c(O)ccc1)c1
1562,3.56,,O=N(=O)c(cc(N(=O)=O)c(O)c1C(CC)C)c1
1566,1.33,,O=N(=O)c(cc(N(=O)=O)c(O)c1N(=O)=O)c1
1568,-1.73,,O=C(N)c(c(ccc1)C(=O)N)c1
1569,0.73,,O=C(O)c(c(ccc1)C(=O)O)c1
1576,0.46,,c1ccccc1C2C(=O)NC(=O)N2
1590,1.88,,O=C(Nc(c(ccc1)C(=O)O)c1)C
1592,3.23,,O=C(O)c(c(O)ccc1Br)c1
1593,2.78,,Cc1ccc(O)c(c1)C(O)=O
1596,3.05,,O=N(=O)c(c(ccc1Cl)C)c1
1598,3.09,,O=N(=O)c(c(ccc1Cl)Cl)c1
1600,2.72,,O=N(=O)c(c(N)ccc1Cl)c1
1601,2.46,,O=N(=O)c(c(O)ccc1Cl)c1
1604,3.92,,Oc(c(cc(c1C)Cl)C(C)C)c1
1605,3.48,,O=N(=O)c(c(cc(c1Cl)Cl)Cl)c1
1606,2.75,,O=C(OC)c(c(ccc1)C)c1
1607,3.27,,Oc(c(ccc1)C(CC)C)c1
1612,3.4,,OC(C(CCC1C)C(C)C)C1
1615,2.85,,O=C(C=C(CC1)C)C1C(C)C
1616,3.08,,O=C(C(=C(C)C)CCC1C)C1
1617,3.3,,Oc(c(ccc1C)C(C)C)c1
1619,1.63,,O=C(O)c(c(O)cc(O)c1)c1
1626,2.33,,O=Cc(c(ccc1)Cl)c1
1627,2.47,,Oc(c(ccc1)CC)c1
1628,0.73,,OCc(c(O)ccc1)c1
1629,1.81,,O=Cc(c(O)ccc1)c1
1630,1.51,,Oc1ccccc1[Hg]Cl
1631,1.18,,O(c(c(N)ccc1)c1)C
1632,1.32,,O(c(c(O)ccc1)c1)C
1634,3.87,,c(c(c(cc1)C)ccc2)(c2)c1
1635,4.0,25.0,c(c(c(cc1)Cl)ccc2)(c2)c1
1637,2.85,,Oc(c(c(ccc1)cc2)c1)c2
1638,0.83,,c1ccc2C(=O)NN=Nc2c1
1648,4.2,,N(c(c(c(ccc1)cc2)c1)c2)c(cccc3)c3
1649,1.9,,c1(O)cc2OC(=O)C=C(C)c2cc1
1652,2.84,,Nc(c(c(cccc1)c1)ccc2)c2
1654,3.09,,Oc(c(c(cccc1)c1)ccc2)c2
1655,3.66,,O=C(c(c(ccc1)Cc2cccc3)c1)c23
1656,2.74,,Nc2c1ccccc1nc3ccccc23
1658,3.39,,c1ccc2Oc3ccccc3C(=O)c2c1
1665,0.62,,O=C(O)C(O)c(cccc1)c1
1674,0.89,,OC(c(cccc1)c1)C(NC)C
1680,3.87,,O=C(c(ccc(N(C)C)c1)c1)c(ccc(N(C)C)c2)c2
1684,2.67,,OC(c(cccc1)c1)c(cccc2)c2
1685,1.88,,O=C(c(cccc1)c1)c(nccc2)c2
1688,1.15,,O(c(c(O)c(OC)cc1)c1)C
1690,0.99,,N#Cc(c(C#N)ccc1)c1
1691,1.6,,O(c(c(OC)ccc1)c1)C
1693,-0.58,,c1cnc2cncnc2n1
1694,1.32,,n(c(c(nc1)ccc2)c2)c1
1695,3.3,,c(c(ccc1)ccc2)(c1)c2
1697,2.03,,n(c(c(ccc1)cc2)c1)c2
1698,1.73,,O=N(=O)c(c(OC)ccc1)c1
1699,1.73,,NS(=O)(=O)c3cc2c(N=C(CSCc1ccccc1)NS2(=O)=O)cc3Cl
1701,4.36,,O=C(O)c(c(Nc(cccc1)c1)ccc2)c2
1703,3.79,,c1c(C)ccc(C(C)C)c1OCCN(C)C
1708,3.05,,CC1=C(C)c2ccccc2N1
1709,0.83,,O=C(Nc(c1ccc2)c2)C1=O
1710,3.86,,c(c(ccc1C)ccc2)(c2)c1
1711,3.9,,c(c(ccc1Cl)ccc2)(c2)c1
1712,2.28,,c(c(ccc1N)ccc2)(c2)c1
1714,2.57,,n(c(c(cc(c1)C)cc2)c1)c2
1715,2.59,,n(c(c(ccc1)cc2)c1)c2C
1716,1.39,,c1cc2OC(=O)C=Cc2cc1
1718,3.31,,N(c(cccc1)c1)(CC)CC
1724,1.36,,n(c(nc(n1)c(cccc2)c2)N)c1N
1727,2.87,,CN(C)CCN(Cc1cccs1)c2ccccn2
1730,3.27,,O(c(ccc(c1)CN(c(nccc2)c2)CCN(C)C)c1)C
1738,3.51,,Nc(c(cc(c(ccc(N)c1Cl)c1)c2)Cl)c2
1740,1.75,,O=C(Nc(c(cc(c(ccc(NC(=O)CC(=O)C)c1C)c1)c2)C)c2)CC(=O)C
1750,0.12,,O=C(OCC1CC(N(C=N2)C)=C2)C1CC
1754,5.76,,c(c(cc(c1ccc2)c2)cc(c3ccc4)c4)(c1)c3
1765,0.89,,O=C(NN(c(cccc1)c1)C2)C2
1766,2.24,,Oc(c(O)cc(c1ccc2)c2)c1
1769,2.1,,OCCN(c(cccc1)c1)CC
1771,3.98,,c(c(cccc1)c1)(cccc2)c2
1772,1.36,,O(CCN(c(cccc1)c1)C2)C2
1773,1.1,,N(c(cccc1)c1)(CCNC2)C2
1774,1.06,,O=C(OC(OC(=O)C)C(OC(N(=O)=O)=C1)=C1)C
1777,1.83,,n(c(c(ccc1N)cc2ccc(N)c3)c1)c23
1779,4.96,,c(ccc(c(cccc1)c1)c2)(c2)Br
1780,2.86,,Nc(ccc(c(cccc1)c1)c2)c2
1781,3.2,,Oc(ccc(c(cccc1)c1)c2)c2
1782,3.05,,O=C(O)c(c(O)cc(c1ccc2)c2)c1
1783,4.67,,o(c(c(cccc1)c1)cn2)c2c(cccc3)c3
1786,2.84,,n(c(c(nc1cccc2)ccc3)c3)c12
1787,4.23,,O(c(c(ccc1)Cc2cccc3)c1)c23
1788,4.15,,N(c(c(Sc1cccc2)ccc3)c3)c12
1789,4.47,,S(c(c(Sc1cccc2)ccc3)c3)c12
1790,5.72,,c(ccc(c(ccc(c1)Br)c1)c2)(c2)Br
1791,1.34,,Nc(ccc(c(ccc(N)c1)c1)c2)c2
1794,3.75,,O=C(O)c(ccc(c(cccc1)c1)c2)c2
1795,3.82,,O=N(=O)c(ccc(c(cccc1)c1)c2)c2
1796,6.03,,c(c(cccc1)c1)(ccc(c(cccc2)c2)c3)c3
1801,1.91,,O=Cc(c(OC)ccc1OC)c1
1803,3.47,,O(c(ccc(c1ccc2)c2)c1)C
1805,1.61,,O=C(O)c(ccc(OC)c1OC)c1
1807,3.28,,O=C(O)c(ccc(c1ccc2)c2)c1
1810,1.39,,O(c(c(OC)ccc1)c1)CC(O)CO
1819,0.67,,O=C(Nc(c(OC)ccc1)c1)C
1838,2.19,,O=C(c(cccc1)c1)CC
1840,2.12,,O=C(OC)c(cccc1)c1
1842,0.83,,O=C(OC)c(cccn1)c1
1843,1.09,,O=CN(c(cccc1)c1)C
1845,3.13,,O=C(O)C(Oc(c(cc(c1)Cl)C)c1)C
1850,3.8,,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O
1852,3.31,,O=C(O)COc(c(cc(c1Cl)Cl)Cl)c1
1854,4.81,,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl
1857,2.28,,c1ccccc1C(C)CNC
1858,2.64,,O=C(OCC)c(cccc1)c1
1864,2.26,,O=C(OC(=O)c(cccc1)c1)c(cccc2)c2
1865,2.62,,O=C(Nc(cccc1)c1)c(cccc2)c2
1866,3.59,,O=C(Oc(cccc1)c1)c(cccc2)c2
1868,1.87,,O=C(OCC)CC(=O)c(cccc1)c1
1870,-0.45,,c1cc(O)ccc1C(O)CNC
1872,1.86,,O=C(OCC)c(ccc(N)c1)c1
1875,2.43,,CCCOC(=O)c1ccc(N)cc1
1876,3.04,,O=C(OCCC)c(ccc(O)c1)c1
1881,3.56,,O=C(OCc(cccc1)c1)c(ccc(O)c2)c2
1882,1.01,,CCc2nnc(NS(=O)(=O)c1ccc(N)cc1)s2
1883,2.27,,c1cc(Cl)ccc1S(=O)(=O)NC(=O)NCCC
1885,3.51,,c1cc(NCCCC)ccc1C(=O)OCCN(C)C
1886,2.87,,O=C(OCCCC)c(ccc(N)c1)c1
1887,3.57,,O=C(OCCCC)c(ccc(O)c1)c1
1890,1.12,,O=C(OCCO)c(cccc1)c1
1892,3.46,,O=C(OOC(=O)c(cccc1)c1)c(cccc2)c2
1894,3.08,,O=C(c(cccc1)c1)C=Cc(cccc2)c2
1895,2.4,,O=C(OCc(cccc1)c1)c(cccn2)c2
1896,4.15,,O=C(OCCC(C)C)c(cccc1)c1
1897,4.01,,O=C(OCCc(cccc1)c1)c(cccc2)c2
1912,1.68,,O(c(c(O)ccc1)c1)CC
1913,3.25,,O=C(O)COc(c(cc(c1)Cl)C)c1
1914,2.81,,O=C(O)COc(c(cc(c1)Cl)Cl)c1
1920,3.53,,OC(=O)CCCOc1ccc(Cl)cc1Cl
1927,3.82,,c(ccc(c1Cl)CCl)(c1)Cl
1934,2.92,,c(c(C=C1)ccc2)(c2)C1
1935,1.44,,c1ccc2nnnc2c1
1936,3.12,,s(c(c(c1)ccc2)c2)c1
1937,2.01,,c1ccc2ncsc2c1
1939,2.53,,c1ccc2cc(C)nc2c1
1946,4.67,,N(c(c(S1)ccc2)c2)=C1SNC(C)(C)C
1957,3.12,,c(c(ccc1)C)(c1)C
1958,1.95,,Oc(c(ccc1)C)c1
1959,3.42,,c(c(ccc1)Cl)(c1)C
1960,3.43,,c(c(ccc1)Cl)(c1)Cl
1961,1.9,,Nc(c(ccc1)Cl)c1
1963,1.32,,Nc(c(ccc1)C)c1
1964,0.15,,Nc(c(N)ccc1)c1
1965,0.62,,Oc(c(N)ccc1)c1
1966,2.35,,Oc(c(ccc1)Br)c1
1967,2.15,,Oc(c(ccc1)Cl)c1
1969,1.58,,c1ccccc1C2C(N)C2
1970,3.63,,c(ccc(c1C)C)(c1)C
1971,1.84,,Nc(ccc(c1C)C)c1
1972,2.23,,Oc(ccc(c1C)C)c1
1974,1.68,,Nc(c(cc(c1)C)C)c1
1977,0.91,,Oc(c(cc(O)c1)C)c1
1978,3.86,,c(ccc(c1Cl)C)(c1)C
1979,4.24,,c(ccc(c1Cl)C)(c1)Cl
1981,3.95,,c(ccc(c1Cl)Cl)(c1)C
1982,2.69,,Nc(ccc(c1Cl)Cl)c1
1983,3.33,,Oc1ccc(Cl)c(Cl)c1
1984,1.83,,Nc(c(ccc1C)C)c1
1986,0.14,,Nc(c(ccc1N)C)c1
1988,2.75,,Nc(c(ccc1Cl)Cl)c1
1989,1.28,,Nc(c(N)cc(c1)Cl)c1
1990,1.16,,Oc(c(N)cc(c1)C)c1
1991,1.81,,Oc(c(N)cc(c1)Cl)c1
1993,2.33,,Oc(c(ccc1C)C)c1
1994,1.8,,Oc(c(ccc1O)Cl)c1
1995,1.5,,c1c(C)nc(Cl)c(C)n1
1996,0.56,,O=C(OCC)C(=O)OCC
1997,4.0,,c(c(cc(c1C)C)C)(c1)C
1998,4.64,,c(c(cc(c1Cl)Cl)Cl)(c1)Cl
1999,3.72,,Oc(c(cc(c1Cl)Cl)Cl)c1
2007,1.61,,O(C1c(cccc2)c2)C1
2010,2.96,,BrCC(Br)CCl
2012,3.6,,C(CC)(CC)C
2014,2.27,,ClCC(Cl)CCl
2018,0.99,,O=C(CC)CC
2023,0.63,,N(O)=C(CC)C
2025,-0.49,,O=C(NC)NC
2027,0.8,,O=C(OC)C=C
2029,3.37,,C(CCC1)(C1)C
2032,2.54,,C1=CC=C(Cl)S1
2033,-0.66,,N(C(=S)NC1)C1
2035,-0.64,,O=C(OCC1)C1
2037,0.38,,s1c(N)ncc1
2040,1.21,,C1=CN(C)C=C1
2042,1.78,,CC(OP(C)(F)=O)C(C)(C)C
2047,5.19,,Oc(c(cc(c1)C(C)(C)C)C(C)(C)C)c1
2054,1.95,,O=C(Nc(c(ccc1)C)c1C)C(N(CCC2)C)C2
2055,0.93,,Nc1cc(cc(N(=O)=O)c1O)N(=O)=O
2056,1.94,,O=N(=O)c(c(N)ccc1OC)c1
2057,2.34,,O=C(O)c(c(O)ccc1N(=O)=O)c1
2059,2.17,,O=N(=O)c(ccc(c1N(=O)=O)Cl)c1
2062,0.66,,O=S(=O)(N)c(ccc(c1N(=O)=O)Cl)c1
2065,5.14,,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl
2068,4.26,,Oc(c(cc(c1)Cl)Cc(c(O)ccc2Cl)c2)c1
2073,-1.05,,c1cc(O)c(OC)cc1C(O)CN
2080,2.27,,O(c(c(O)ccc1CC=C)c1)C
2081,3.04,,O(c(c(O)ccc1C=CC)c1)C
2084,1.8,,O=C(O)C(CCC)C
2086,1.94,,O=C(OCC)C(=C)C
2092,3.88,,N(C(=S)SSC(N(CC)CC)=S)(CC)CC
2095,2.66,,O=C(OCC(C)C)C(=C)C
2097,2.88,,O=C(OCCCC)C(=C)C
2105,0.28,,C1=C(CO)OC=C1
2106,0.41,,O=CC(OC=C1)=C1
2108,1.02,,O=CC(SC=C1)=C1
2109,-2.74,,CN(C)(C)(c1ccccc1)I
2110,0.06,,O[As](O)(=O)c1ccccc1
2111,4.11,,c(cccc1)(c1)C(C)(C)C
2113,3.01,,FC(F)(F)c(cccc1)c1
2115,0.31,,O=S(=O)(N)c(cccc1)c1
2120,2.29,,FC(F)(F)c(cccc1N)c1
2121,2.95,,FC(F)(F)c(cccc1O)c1
2122,-0.38,,O=S(=O)(N)c(cccc1N)c1
2130,2.62,,O=N(=O)c(cccc1C(F)(F)F)c1
